PDB,RES,CLASS,COMPLEX,RVALUE,RFREE,OCCUPANCY,STRUCFAC,CHAINS,RESIDUES,DATE,COMMENTS
2RBK,1,UNKNOWNFUNCTION,N,0.123,0.148,T,Y,A,261,19-SEP-07,NA
2RFR,1.2,UNKNOWNFUNCTION,N,0.142,0.172,T,Y,A,152,01-OCT-07,NA
2RH2,0.96,OXIDOREDUCTASE,N,0.104,0.117,T,Y,A,58,05-OCT-07,NA
2RHF,1.1,HYDROLASE,N,0.178,0.194,T,Y,A,75,09-OCT-07,NA
2RIL,1.3,OXIDOREDUCTASE,N,0.141,0.162,T,Y,A,91,11-OCT-07,NA
2RK3,1.1,CHAPERONE,N,0.133,0.150,T,Y,A,187,16-OCT-07,NA
2SN3,1.2,TOXIN,N,0.192,NULL,T,N,A,65,20-FEB-92,NA
2UXY,1.3,HYDROLASE,N,0.111,0.136,T,Y,A,340,02-APR-07,NA
2V1M,1,OXIDOREDUCTASE,N,0.176,0.184,T,Y,A,162,16-SEP-08,NA
2V2P,1.1,METALTRANSPORT,N,0.201,0.224,T,Y,A,170,06-JUN-07,NA
2V3G,1.2,HYDROLASE,Y,0.117,0.144,T,Y,A,273,18-JUN-07,NA
2V3I,1.1,HYDROLASE,Y,0.120,0.140,T,Y,A,433,18-JUN-07,NA
2V7F,1.1,RIBOSOMALPROTEIN,N,0.138,0.155,F,Y,A,139,30-JUL-07,NA
2V7R,1.2,RNA,N,0.188,0.208,F,Y,A,14,01-AUG-07,NA
2V9L,1.2,LYASE,N,0.091,0.122,T,Y,A,274,24-AUG-07,NA
2V9V,1.1,TRANSCRIPTION,N,0.121,0.141,T,Y,A,135,27-AUG-07,NA
2VB1,0.65,HYDROLASE,N,0.084,0.095,T,Y,A,129,05-SEP-07,NA
2VBK,1.3,VIRALPROTEIN,N,0.120,0.142,T,Y,A,511,14-SEP-07,NA
2VCN,1.2,OXIDOREDUCTASE,N,0.213,0.230,T,Y,A,249,25-SEP-07,NA
2VFR,1.1,OXIDOREDUCTASE,N,0.140,0.165,T,Y,A,418,05-NOV-07,NA
2VK2,1.2,TRANSPORTPROTEIN,N,0.179,0.190,T,Y,A,296,16-DEC-07,NA
2VK5,0.97,HYDROLASE,N,NULL,NULL,T,Y,A,449,17-DEC-07,NA
2VLA,1.3,HYDROLASE,N,0.140,0.166,T,Y,A,304,11-JAN-08,NA
2VPA,1.2,OXIDOREDUCTASE,N,0.142,0.180,T,Y,A,204,27-FEB-08,NA
2VUQ,1.2,RNA,N,0.205,0.228,F,Y,A,14,29-MAY-08,NA
2VUV,1.3,SUGAR-BINDINGPROTEIN,N,0.145,0.161,T,Y,A,128,30-MAY-08,NA
2VXN,0.82,ISOMERASE,Y,0.092,0.103,T,Y,A,249,08-JUL-08,NA
2VY8,1.2,TRANSCRIPTION,N,0.191,0.214,T,Y,A,152,19-JUL-08,NA
2W15,1.1,HYDROLASE/INHIBITOR,N,0.117,0.143,T,Y,A,201,14-OCT-08,NA
2W39,1.1,HYDROLASE,N,0.138,0.152,T,Y,A,298,07-NOV-08,NA
2W5Q,1.2,TRANSFERASE,N,0.171,0.185,T,Y,NA,424,11-DEC-08,NA
2W8T,1.3,TRANSFERASE,N,0.150,0.165,T,Y,A,398,19-JAN-09,NA
2WBQ,1.1,OXIDOREDUCTASE,Y,0.144,0.178,T,Y,A,332,02-MAR-09,NA
2WFI,0.75,ISOMERASE,N,0.107,0.124,T,Y,A,171,06-APR-09,NA
2WJ5,1.1,CHAPERONE,N,0.154,0.180,T,Y,A,96,22-MAY-09,NA
2WNA,0.97,RNA,N,0.10648,0.12726,F,Y,A,0,07-JUL-09,NA
2WNF,1.3,TRANSFERASE,N,0.18115,0.19529,T,Y,NA,269,09-JUL-09,NA
2WNP,1.2,IMMUNESYSTEM,N,0.17839,0.19137,T,Y,F,217,16-JUL-09,NA
2WQ1,1.1,TRANSCRIPTION,N,0.12938,0.16748,T,Y,A,32,12-AUG-09,NA
2WRA,1.1,SUGARBINDINGPROTEIN,Y,0.14499,0.17300,T,Y,A,122,01-SEP-09,NA
2WWE,1.3,TRANSFERASE,N,0.166,0.184,T,Y,A,111,22-OCT-09,NA
2X46,1,ALLERGEN,N,0.13639,0.15735,T,Y,A,141,28-JAN-10,NA
2X5N,1.3,NUCLEARPROTEIN,N,0.1248,0.1646,T,Y,A,189,10-FEB-10,NA
2X5X,1.2,HYDROLASE,N,0.139,0.176,T,Y,A,342,11-FEB-10,NA
2X5Y,1.1,IMMUNESYSTEM,N,0.13120,0.14927,T,Y,A,171,11-FEB-10,NA
2X7K,1.1,ISOMERASE/IMMUNOSUPPRESSANT,Y,0.129,0.149,T,Y,A,166,01-MAR-10,NA
2X9Z,1.3,CELLADHESION,N,0.152,0.178,T,Y,A,261,25-MAR-10,NA
2XFD,1.2,SUGARBINDINGPROTEIN,Y,0.11854,0.14795,T,Y,A,109,21-MAY-10,NA
2XFR,0.97,HYDROLASE,N,0.114,0.130,T,Y,A,487,28-MAY-10,NA
2XIO,1.2,HYDROLASE,N,0.173,0.192,T,Y,A,293,30-JUN-10,NA
2XJH,0.92,OXIDOREDUCTASE,N,NULL,0.141,T,Y,AB,16,06-JUL-10,NA
2XJI,1,OXIDOREDUCTASE,N,NULL,0.129,T,Y,ABCDEF,42,06-JUL-10,NA
2XJP,0.95,CELLADHESION,N,0.10553,0.12236,T,Y,A,258,06-JUL-10,NA
2XKI,1.3,OXYGENSTORAGE,N,0.147,0.177,T,Y,A,110,08-JUL-10,NA
2XN6,1.3,TRANSPORT,Y,0.20858,0.23453,T,Y,A,372,30-JUL-10,NA
2XNQ,1.3,RNABINDINGPROTEIN,N,0.17567,0.19448,T,Y,A,78,05-AUG-10,NA
2XOD,0.96,FLAVOPROTEIN,N,NULL,0.151,T,Y,A,118,14-AUG-10,NA
2XOM,0.95,HYDROLASE,Y,0.10458,0.11970,T,Y,A,145,20-AUG-10,NA
2XU3,0.9,HYDROLASE,N,0.14248,0.15473,T,Y,A,220,14-OCT-10,NA
2XWV,1.1,TRANSPORTPROTEIN,Y,0.126,0.150,T,Y,A,309,05-NOV-10,NA
2Y0O,1.2,ISOMERASE,N,0.1470,0.1782,T,Y,A,169,07-DEC-10,NA
2Y5M,1.1,ANTIBIOTIC,N,0.132,0.155,T,Y,ABCDEF,48,14-JAN-11,NA
2Y6N,1.3,ANTIBIOTIC,N,0.149,0.170,T,Y,ABCDEF,48,25-JAN-11,NA
2Y78,0.91,ISOMERASE,N,0.1097,0.1161,T,Y,A,122,28-JAN-11,NA
2YEO,1.1,TOXIN,N,0.1205,0.1234,T,Y,A,65,28-MAR-11,NA
2YEX,1.3,TRANSFERASE,N,0.13503,0.16415,T,Y,A,269,31-MAR-11,NA
2YGI,0.8,METALTRANSPORT,N,0.076,0.089,T,Y,ABCD,16,18-APR-11,NA
2YGJ,0.8,METALTRANSPORT,N,0.087,0.109,T,Y,A,4,18-APR-11,NA
2YH5,1.3,LIPIDBINDINGPROTEIN,N,0.14828,0.18387,T,Y,A,121,27-APR-11,NA
2YHG,1.1,HYDROLASE,N,0.134,0.151,T,Y,A,411,30-APR-11,NA
2YLN,1.1,TRANSPORTPROTEIN,N,0.11087,0.14176,T,Y,NA,240,03-JUN-11,NA
2Z4U,1.1,HYDROLASE,N,0.139,0.146,T,Y,A,261,26-JUN-07,NA
2Z72,1.1,HYDROLASE,N,0.110,0.161,T,Y,A,338,10-AUG-07,NA
2ZFD,1.2,SIGNALINGPROTEIN/TRANSFERASE,N,0.180,0.192,T,Y,A,299,29-DEC-07,NA
2ZHN,1.3,SUGARBINDINGPROTEIN,Y,0.182,0.192,T,Y,A,145,06-FEB-08,NA
2ZK9,1.1,HYDROLASE,N,0.098,0.136,T,Y,X,185,13-MAR-08,NA
2ZNR,1.2,HYDROLASE,N,0.150,0.165,T,Y,A,178,01-MAY-08,NA
2ZPM,0.98,HYDROLASE,N,0.151,0.180,T,Y,A,79,17-JUL-08,NA
2ZPT,1.1,TRANSFERASE,Y,0.149,0.160,T,Y,X,288,28-JUL-08,NA
2ZQ7,0.94,HYDROLASE,N,0.136,0.147,T,Y,A,261,07-AUG-08,NA
2ZXY,1.1,OXYGENBINDINGTRANSPORTPROTEIN,N,0.129,0.164,T,Y,A,86,09-JAN-09,NA
310D,1.3,RNA,N,NULL,NULL,F,Y,NA,0,25-MAY-96,NA
336D,1,DNA,N,0.190,NULL,F,N,AB,12,24-JUN-97,NA
352D,0.95,DNA,N,NULL,NULL,T,Y,ABCDEFGHIJKLMNOP,93,04-SEP-97,NA
362D,1.3,DNA,N,0.117,0.173,T,Y,AB,12,20-AUG-97,NA
366D,1.3,DNA,N,0.185,NULL,T,Y,A,5,19-DEC-97,NA
367D,1.2,DNA,N,0.178,NULL,F,N,AB,12,19-DEC-97,NA
397D,1.3,RNA,N,0.131,0.177,F,Y,NA,27,30-APR-98,NA
3A02,1,GENEREGULATION,N,0.173,0.184,T,Y,A,51,28-FEB-09,NA
3A72,1,HYDROLASE,N,NULL,0.125,F,Y,A,353,11-SEP-09,NA
3A7L,1.3,TRANSPORTPROTEIN,N,0.178,0.205,F,Y,A,128,28-SEP-09,NA
3A8G,1.1,LYASE,Y,0.143,0.169,T,Y,A,407,06-OCT-09,NA
3A9B,1.2,HYDROLASE,Y,0.149,0.169,T,Y,A,374,22-OCT-09,NA
3AGN,0.96,HYDROLASE,Y,0.118,0.127,T,Y,A,114,03-APR-10,NA
3AJ7,1.3,HYDROLASE,N,0.173,0.186,F,Y,A,586,26-MAY-10,NA
3AJD,1.3,TRANSFERASE,N,0.168,0.185,T,Y,A,254,01-JUN-10,NA
3AL1,0.75,STRUCTURALPROTEIN,N,0.131,0.145,T,Y,AB,24,26-OCT-98,NA
3ALF,1.2,HYDROLASE,N,0.176,0.187,F,Y,A,348,03-AUG-10,NA
3AMR,1.3,HYDROLASE/HYDROLASEINHIBITOR,Y,0.139,0.178,F,Y,A,352,22-AUG-10,NA
3ARX,1.2,HYDROLASE/HYDROLASEINHIBITOR,N,0.162,0.185,T,Y,A,575,09-DEC-10,NA
3B0G,1.3,OXIDOREDUCTASE,N,0.161,0.169,T,Y,A,538,09-JUN-11,NA
3B0T,1.3,GENEREGULATION,Y,0.180,0.199,T,Y,A,254,14-JUN-11,NA
3B34,1.3,HYDROLASE,Y,0.177,0.194,T,Y,A,866,19-OCT-07,NA
3B64,1,CYTOKINE,N,0.139,0.157,T,Y,NA,112,27-OCT-07,NA
3B9W,1.3,TRANSPORTPROTEIN,N,0.148,0.171,T,Y,A,362,07-NOV-07,NA
3BHY,1.2,TRANSFERASE,N,0.146,0.187,T,Y,A,268,29-NOV-07,NA
3BNJ,1.3,OXIDOREDUCTASE,Y,0.183,0.208,T,Y,A,471,14-DEC-07,NA
3BS2,1.1,LIGANDBINDINGPROTEIN,N,0.169,0.193,T,Y,A,146,21-DEC-07,NA
3BVX,1.1,HYDROLASE,N,0.158,0.190,T,Y,A,1016,07-JAN-08,NA
3BWH,1,TRANSLATION,N,0.172,0.179,F,Y,A,244,09-JAN-08,NA
3BWY,1.3,TRANSFERASE,N,0.126,0.167,T,Y,A,214,10-JAN-08,NA
3BWZ,1.2,STRUCTURALPROTEIN,N,0.124,0.152,T,Y,A,171,10-JAN-08,NA
3BZY,1.2,MEMBRANEPROTEINPROTEINTRANSPORT,N,0.144,0.178,T,Y,A,100,18-JAN-08,NA
3C1P,1,PEPTIDENUCLEICACID,N,0.153,0.202,T,Y,ABCD,4,23-JAN-08,NA
3C6A,1.2,VIRALPROTEIN,N,0.134,0.171,T,Y,A,198,04-FEB-08,NA
3CE1,1.2,OXIDOREDUCTASE,N,0.150,0.166,T,Y,A,150,27-FEB-08,NA
3CI3,1.1,TRANSFERASE,N,0.161,0.180,T,Y,A,188,10-MAR-08,NA
3CLM,1.1,LYASE,N,0.130,0.161,T,Y,A,348,19-MAR-08,NA
3CP5,1.2,ELECTRONTRANSPORT,N,0.130,0.174,T,Y,A,116,31-MAR-08,NA
3CU9,1.1,HYDROLASE,N,0.147,0.176,F,Y,A,314,16-APR-08,NA
3CUZ,1,TRANSFERASE,N,0.153,0.166,T,Y,A,529,17-APR-08,NA
3CX2,1.3,CONTRACTILEPROTEIN,N,NULL,0.209,T,Y,A,107,23-APR-08,NA
3D02,1.3,SUGARBINDINGPROTEIN,N,0.158,0.172,T,Y,A,291,30-APR-08,NA
3D06,1.2,TRANSCRIPTION,N,0.177,0.202,T,Y,A,179,01-MAY-08,NA
3D1K,1.3,OXYGENBINDING,N,NULL,0.202,T,Y,A,288,06-MAY-08,NA
3D1P,0.98,TRANSFERASE,N,0.109,0.124,T,Y,A,118,06-MAY-08,NA
3D3B,1.3,TRANSCRIPTION,N,0.175,0.204,T,Y,A,226,09-MAY-08,NA
3DHA,0.95,HYDROLASE,N,0.133,0.169,T,Y,A,254,17-JUN-08,NA
3DK9,0.95,OXIDOREDUCTASE,N,NULL,0.152,T,Y,A,462,24-JUN-08,NA
3DLC,1.1,TRANSFERASE,N,0.121,0.138,T,Y,NA,215,27-JUN-08,NA
3DNB,1.3,DNA,N,0.164,NULL,F,Y,A,10,18-MAR-88,NA
3DQY,1.2,OXIDOREDUCTASE,N,0.184,0.195,F,Y,NA,105,10-JUL-08,NA
3DRF,1.3,PEPTIDEBINDINGPROTEIN,Y,0.133,0.161,T,Y,A,547,11-JUL-08,NA
3DVZ,1,RNA,N,0.150,0.165,T,Y,A,27,21-JUL-08,NA
3DW4,0.97,RNA,N,0.139,0.150,F,Y,A,26,21-JUL-08,NA
3DW5,0.96,RNA,N,0.150,0.165,T,Y,A,26,21-JUL-08,NA
3DW6,1,RNA,N,0.132,0.149,T,Y,A,26,21-JUL-08,NA
3DW7,1,RNA,N,0.154,0.170,T,Y,A,26,21-JUL-08,NA
3DXL,1.3,ODORANT-BINDINGPROTEIN,N,0.189,0.214,T,Y,A,299,24-JUL-08,NA
3E2O,1.1,OXIDOREDUCTASE,N,0.171,0.199,T,Y,A,291,05-AUG-08,NA
3E4G,0.96,ELECTRONTRANSPORT,N,0.144,0.164,T,Y,A,176,11-AUG-08,NA
3E5T,1.1,FLUORESCENTPROTEIN,N,0.131,0.168,T,Y,A,228,14-AUG-08,NA
3E6Z,1,METALBINDINGPROTEIN,N,0.195,0.214,T,Y,X,80,17-AUG-08,NA
3E7R,1,ANTIMICROBIALPROTEIN,N,0.203,0.224,T,Y,L,40,18-AUG-08,NA
3E8T,1.3,TRANSPORTPROTEIN,N,0.144,0.182,T,Y,A,216,20-AUG-08,NA
3E8Y,1.1,TOXIN,N,0.202,0.217,T,Y,X,30,20-AUG-08,NA
3EA6,0.92,TOXIN,N,NULL,0.122,T,Y,A,215,24-AUG-08,NA
3EBT,1.3,UNKNOWNFUNCTION,N,0.141,0.162,T,Y,A,127,28-AUG-08,NA
3EDH,1.3,HYDROLASE,N,0.142,0.172,T,Y,A,193,03-SEP-08,NA
3EIN,1.1,TRANSFERASE,N,0.141,0.157,T,Y,A,207,17-SEP-08,NA
3EOJ,1.3,PHOTOSYNTHESIS,N,0.137,0.161,T,Y,A,359,27-SEP-08,NA
3ESS,1.2,TRANSFERASETOXIN,Y,0.132,0.154,T,Y,A,199,06-OCT-08,NA
3ESU,1.3,IMMUNESYSTEM,N,0.216,0.236,F,Y,NA,218,06-OCT-08,NA
3EUN,1.1,ELECTRONTRANSPORT,N,0.116,NULL,T,Y,A,81,10-OCT-08,NA
3EUR,1.3,STRUCTURALGENOMICSUNKNOWNFUNCTION,N,0.140,0.170,T,Y,A,139,10-OCT-08,NA
3EWY,1.1,LYASE,N,0.134,0.152,T,Y,A,256,16-OCT-08,NA
3EY2,1,DNA,N,NULL,0.153,T,Y,AB,18,17-OCT-08,NA
3EY3,1.3,DNA,N,NULL,0.207,T,Y,ABCD,40,17-OCT-08,NA
3EY6,1.1,ISOMERASE,N,0.136,0.161,T,Y,A,118,19-OCT-08,NA
3F1P,1.2,TRANSCRIPTION,N,0.141,0.167,T,Y,A,225,28-OCT-08,NA
3F2Z,1.3,STRUCTURALGENOMICSUNKNOWNFUNCTION,N,0.155,0.175,F,Y,A,148,30-OCT-08,NA
3F40,1.3,STRUCTURALGENOMICSUNKNOWNFUNCTION,N,0.183,0.199,T,Y,A,105,31-OCT-08,NA
3F7L,0.99,OXIDOREDUCTASE,N,0.130,0.138,T,Y,A,151,09-NOV-08,NA
3F7X,1.2,UNKNOWNFUNCTION,N,0.122,0.150,T,Y,A,127,10-NOV-08,NA
3FCI,1.3,HYDROLASE,Y,0.176,0.207,T,Y,A,223,21-NOV-08,NA
3FED,1.3,HYDROLASE,N,0.131,0.147,T,Y,A,690,28-NOV-08,NA
3FK8,1.3,ISOMERASE,N,0.155,0.179,T,Y,A,130,16-DEC-08,NA
3FL6,1.2,DNA,N,0.159,NULL,T,Y,AC,26,18-DEC-08,NA
3FMU,1,OXIDOREDUCTASE,N,0.112,0.123,T,Y,A,319,22-DEC-08,NA
3FRH,1.2,TRANSFERASE,N,0.139,0.159,T,Y,A,241,08-JAN-09,NA
3FSA,0.98,METALBINDINGPROTEIN,N,0.121,0.135,T,Y,A,122,09-JAN-09,NA
3FT6,1.1,DNA,Y,0.188,0.219,F,Y,AB,12,12-JAN-09,NA
3FWK,1.2,TRANSFERASE,N,0.162,0.178,T,Y,A,291,18-JAN-09,NA
3FYM,1,DNABINDINGPROTEIN,N,NULL,0.140,T,Y,A,82,22-JAN-09,NA
3G0K,1.3,CA-BINDINGPROTEIN,N,0.121,0.143,T,Y,A,124,28-JAN-09,NA
3G21,0.9,VIRALPROTEIN,N,0.124,0.142,T,Y,A,77,30-JAN-09,NA
3G5S,1.1,TRANSFERASE,Y,0.163,0.178,T,Y,NA,410,05-FEB-09,NA
3G5T,1.1,TRANSFERASE,N,0.121,0.137,T,Y,A,293,05-FEB-09,NA
3G91,1.2,HYDROLASE,N,NULL,0.172,T,Y,A,260,12-FEB-09,NA
3G9X,0.95,HYDROLASE,N,0.115,0.137,T,Y,A,294,15-FEB-09,NA
3GA4,1.3,TRANSFERASE,N,0.155,0.187,T,Y,NA,156,16-FEB-09,NA
3GGI,0.98,DNA,N,0.120,0.144,T,Y,A,10,28-FEB-09,NA
3GGK,0.87,DNA,N,0.120,0.134,T,Y,A,10,28-FEB-09,NA
3GLP,1.2,RNA,N,0.148,0.184,T,Y,ABCDE,40,12-MAR-09,NA
3GO3,1.1,DNA/ANTIBIOTIC,Y,0.163,0.196,T,Y,AB,20,18-MAR-09,NA
3GOE,0.97,RECOMBINATIONREPLICATION,N,NULL,0.169,T,Y,A,80,19-MAR-09,NA
3GVN,1.2,RNA,N,NULL,0.201,F,Y,A,14,31-MAR-09,NA
3GYL,1.3,HYDROLASE,Y,0.154,0.178,T,Y,B,212,03-APR-09,NA
3H31,1,ELECTRONTRANSPORT,N,0.104,0.144,T,Y,A,74,15-APR-09,NA
3H4T,1.1,TRANSFERASE,N,0.170,0.182,T,Y,A,390,20-APR-09,NA
3H4X,1.2,HYDROLASE,N,0.174,0.190,T,Y,A,315,21-APR-09,NA
3H74,1.3,TRANSFERASE,N,0.194,0.202,T,Y,A,274,24-APR-09,NA
3H7U,1.3,OXIDOREDUCTASE,N,0.132,0.156,T,Y,A,312,28-APR-09,NA
3HGA,1.3,RNA,N,0.194,0.243,F,Y,X,5,13-MAY-09,NA
3HHT,1.2,LYASE,N,0.128,0.144,T,Y,A,427,17-MAY-09,NA
3HNY,1.1,BLOODCLOTTING,N,0.184,0.201,T,Y,M,156,01-JUN-09,NA
3HT1,1.2,LYASE,N,0.130,0.170,T,Y,A,142,11-JUN-09,NA
3HWU,1.3,STRUCTURALGENOMICSUNKNOWNFUNCTION,N,0.121,0.140,T,Y,A,139,18-JUN-09,NA
3HYD,1,PROTEINFIBRIL,N,0.149,0.180,T,Y,A,7,22-JUN-09,NA
3HYN,1.2,SIGNALINGPROTEIN,N,0.118,0.139,T,Y,A,180,22-JUN-09,NA
3HZA,1.2,HYDROLASE,N,NULL,0.159,T,Y,A,162,23-JUN-09,NA
3I06,1.1,HYDROLASE,N,0.120,0.142,T,Y,A,215,24-JUN-09,NA
3I2V,1.3,TRANSFERASE,N,0.161,0.204,T,Y,A,123,29-JUN-09,NA
3I33,1.3,CHAPERONE,N,0.184,0.199,T,Y,A,380,30-JUN-09,NA
3I5E,0.98,DNA,N,0.110,0.144,T,Y,A,10,05-JUL-09,NA
3I5L,1.2,DNA,N,0.103,0.138,T,Y,AB,18,05-JUL-09,NA
3I94,1,OXIDOREDUCTASE,Y,NULL,0.148,T,Y,A,243,10-JUL-09,NA
3IFI,1.2,DNA,N,0.203,0.221,F,Y,A,7,24-JUL-09,NA
3IJK,1.3,DNA,N,NULL,0.219,F,Y,A,6,04-AUG-09,NA
3IKW,1.3,LYASE,N,0.188,0.210,T,Y,A,373,06-AUG-09,NA
3IP0,0.89,TRANSFERASE,Y,0.128,0.128,T,Y,NA,158,15-AUG-09,NA
3IPC,1.3,TRANSPORTPROTEIN,Y,0.159,0.186,T,Y,A,348,17-AUG-09,NA
3IQU,1.1,PROTEINBINDINGSIGNALINGPROTEIN,Y,0.130,0.151,T,Y,A,240,21-AUG-09,NA
3IR4,1.2,OXIDOREDUCTASE,N,0.118,0.144,T,Y,A,211,21-AUG-09,NA
3IVV,1.3,LIGASE,Y,0.180,0.199,T,Y,A,150,01-SEP-09,NA
3JQ0,1.1,SUGARBINDINGPROTEIN,N,0.118,0.137,T,Y,A,463,04-SEP-09,NA
3JQL,1.2,HYDROLASE,Y,0.187,0.193,F,Y,A,125,07-SEP-09,NA
3JTM,1.3,OXIDOREDUCTASE,N,0.154,0.178,T,Y,A,351,13-SEP-09,NA
3JTZ,1.3,DNABINDINGPROTEIN,N,0.214,0.239,T,Y,A,77,14-SEP-09,NA
3JU4,0.98,HYDROLASE,N,NULL,0.133,T,Y,A,670,14-SEP-09,NA
3JUD,0.98,TRANSFERASE,N,0.155,0.180,T,Y,A,145,15-SEP-09,NA
3JXR,1.3,RNA,N,0.220,0.276,F,Y,ABK,15,21-SEP-09,NA
3JYO,1,OXIDOREDUCTASE,Y,0.165,0.194,T,Y,A,282,22-SEP-09,NA
3K21,1.1,TRANSFERASE,N,0.152,0.186,T,Y,A,178,29-SEP-09,NA
3K6I,1.1,CELLADHESION,N,0.143,0.158,F,Y,A,99,08-OCT-09,NA
3K6Y,1.3,HYDROLASE,N,0.166,0.199,F,Y,A,227,10-OCT-09,NA
3KBE,1.1,OXIDOREDUCTASE,N,0.155,0.172,T,Y,A,140,20-OCT-09,NA
3KEV,1.3,STRUCTURALGENOMICSUNKNOWNFUNCTION,N,0.156,0.178,T,Y,A,182,26-OCT-09,NA
3KFF,0.96,TRANSPORTPROTEIN,Y,NULL,0.164,T,Y,A,152,27-OCT-09,NA
3KKF,1.3,OXIDOREDUCTASE,N,0.136,0.167,T,Y,A,100,05-NOV-09,NA
3KKQ,1.2,SIGNALINGPROTEIN,Y,0.177,0.192,F,Y,A,170,06-NOV-09,NA
3KZD,1.3,SIGNALINGPROTEIN,N,0.199,0.224,T,Y,A,85,08-DEC-09,NA
3L1E,1.1,CHAPERONE,N,0.166,0.193,T,Y,A,105,11-DEC-09,NA
3L1N,1.3,LIPIDBINDINGPROTEIN,Y,0.182,0.198,T,Y,A,152,14-DEC-09,NA
3L5L,1,OXIDOREDUCTASE,N,0.130,0.148,T,Y,A,359,22-DEC-09,NA
3L8L,1.3,ANTIBIOTIC,Y,0.164,NULL,T,Y,AC,32,31-DEC-09,NA
3L8W,1,OXIDOREDUCTASE,Y,0.145,0.144,T,Y,A,295,04-JAN-10,NA
3L9A,1.3,STRUCTURALGENOMICSUNKNOWNFUNCTION,N,0.135,0.155,T,Y,X,80,04-JAN-10,NA
3LEZ,1.3,HYDROLASE,N,0.155,0.174,T,Y,A,260,15-JAN-10,NA
3LHS,1.3,TRANSPORTPROTEIN,Y,0.155,0.186,T,Y,A,291,23-JAN-10,NA
3LNY,1.3,SIGNALINGPROTEIN/SIGNALINGPROTEIN,Y,0.164,0.189,T,Y,A,100,03-FEB-10,NA
3LO8,1.1,OXIDOREDUCTASE,N,0.125,0.155,T,Y,A,302,03-FEB-10,NA
3LQB,1.1,HYDROLASE,N,0.169,0.187,T,Y,A,198,08-FEB-10,NA
3LQW,1.3,HYDROLASE,N,0.133,0.155,T,Y,A,129,10-FEB-10,NA
3LTR,1.3,DNA,N,0.203,0.222,F,Y,A,6,16-FEB-10,NA
3LWX,1.1,OXIDOREDUCTASE,N,0.117,0.138,T,Y,NA,196,24-FEB-10,NA
3LYE,1.3,HYDROLASE,N,NULL,0.166,F,Y,A,285,26-FEB-10,NA
3M1X,1.2,UNKNOWNFUNCTION,N,0.107,0.131,T,Y,A,125,05-MAR-10,NA
3M3P,1.3,TRANSFERASE,N,0.125,0.155,T,Y,A,239,09-MAR-10,NA
3M5Q,0.93,OXIDOREDUCTASE,N,0.124,0.134,T,Y,A,357,12-MAR-10,NA
3M6W,1.3,TRANSFERASE,N,0.178,0.191,T,Y,A,459,16-MAR-10,NA
3M73,1.1,STRUCTURALGENOMICSUNKNOWNFUNCTION,N,0.142,0.155,T,Y,A,313,16-MAR-10,NA
3MBS,1.3,PEPTIDENUCLEICACID,N,NULL,0.220,F,Y,ABCD,2,26-MAR-10,NA
3MBU,1.1,PEPTIDENUCLEICACID,N,NULL,0.169,F,Y,ABCD,4,26-MAR-10,NA
3MD4,1.1,MEMBRANEPROTEIN,N,0.150,0.169,T,Y,AB,12,29-MAR-10,NA
3MD7,1.3,HYDROLASE,N,0.108,0.134,T,Y,A,270,30-MAR-10,NA
3MEA,1.3,TRANSCRIPTION,Y,0.179,0.200,T,Y,A,165,31-MAR-10,NA
3MF6,1.3,HYDROLASE,N,0.129,0.145,T,Y,A,193,01-APR-10,NA
3MQD,1.3,TRANSFERASE,N,0.113,0.133,T,Y,A,407,28-APR-10,NA
3MQZ,1.3,STRUCTURALGENOMICSUNKNOWNFUNCTION,N,0.150,0.174,T,Y,A,201,28-APR-10,NA
3MU7,1.3,HYDROLASEINHIBITOR,N,0.153,0.171,T,Y,A,273,02-MAY-10,NA
3MVS,1.1,CELLADHESION,N,0.164,0.188,T,Y,A,210,04-MAY-10,NA
3N0R,1.3,SIGNALINGPROTEIN,N,0.154,0.173,T,Y,A,255,14-MAY-10,NA
3N12,1.2,HYDROLASE,Y,0.199,0.213,T,Y,A,332,15-MAY-10,NA
3N6Z,1.3,HYDROLASE,N,0.137,0.157,T,Y,A,334,26-MAY-10,NA
3NBM,1.3,TRANSFERASE,N,0.134,0.167,T,Y,A,101,03-JUN-10,NA
3NCL,1.2,HYDROLASE,N,0.134,0.156,T,Y,A,241,04-JUN-10,NA
3NDS,1.2,TOXIN,N,0.172,0.199,T,Y,A,62,08-JUN-10,NA
3NE0,1,HYDROLASE,N,0.111,0.137,T,Y,A,208,08-JUN-10,NA
3NE8,1.2,HYDROLASE,N,0.161,0.174,T,Y,A,224,08-JUN-10,NA
3NED,0.95,FLUORESCENTPROTEIN,N,0.135,0.157,T,Y,A,228,08-JUN-10,NA
3NGP,1.1,STRUCTURALPROTEIN,N,0.169,0.185,T,Y,A,57,12-JUN-10,NA
3NIR,0.48,PLANTPROTEIN,N,0.127,NULL,T,Y,A,46,16-JUN-10,NA
3NJ6,0.95,RNA,N,0.106,NULL,F,Y,A,10,17-JUN-10,NA
3NJW,0.86,ANTIMICROBIALPROTEIN,N,0.105,NULL,F,Y,A,19,18-JUN-10,NA
3NVS,1,TRANSFERASE,N,0.115,0.138,T,Y,A,426,08-JUL-10,NA
3NYC,1.1,OXIDOREDUCTASE,N,NULL,0.160,T,Y,A,381,14-JUL-10,NA
