PDB,RES,CLASS,COMPLEX,RVALUE,RFREE,OCCUPANCY,BFACTOR,HYDROGENS,STRUCFAC,CHAINS,RESIDUES,NUCLEOTIDES,DATE,COMMENTS
2HBW,1.1,HYDROLASE,N,0.126,0.149,Y,41.16,N,Y,A,219,0,14-JUN-06,NA
2HC1,1.3,HYDROLASE,N,0.136,0.179,Y,50.4,N,Y,A,290,0,14-JUN-06,NA
2HHG,1.2,STRUCTURALGENOMICSUNKNOWNFUNCTION,N,0.193,0.208,Y,26.38,N,Y,A,128,0,28-JUN-06,NA
2HLR,1.2,TRANSFERASE,N,0.221,0.229,Y,30.4,N,Y,A,67,0,10-JUL-06,NA
2HXS,1.1,SIGNALINGPROTEIN,N,0.152,0.184,Y,43.82,N,Y,A,178,0,03-AUG-06,NA
2HYK,1.3,HYDROLASE,N,0.144,0.162,Y,18.97,N,Y,A,237,0,07-AUG-06,NA
2I1U,1.3,ELECTRONTRANSPORT,N,0.214,0.240,Y,49.12,N,Y,A,108,0,15-AUG-06,NA
2I4A,1,OXIDOREDUCTASE,N,0.135,0.158,Y,39.12,N,Y,A,107,0,21-AUG-06,NA
2I5V,1.1,DENOVOPROTEIN,N,0.156,0.171,Y,25.36,N,Y,O,246,0,25-AUG-06,NA
2I61,1.2,TOXIN,N,0.097,0.120,Y,41.98,N,Y,A,62,0,27-AUG-06,NA
2IAY,1.2,TRANSLATION,N,0.121,0.147,Y,32.62,N,Y,A,110,0,08-SEP-06,NA
2ICC,1.2,IMMUNESYSTEM,N,0.135,0.172,N,33.69,N,Y,A,119,0,12-SEP-06,NA
2IGD,1.1,IGG-BINDINGPROTEIN,N,0.097,0.125,Y,55,N,Y,A,61,0,30-APR-97,NA
2II2,1.1,METALBINDINGPROTEIN,N,0.196,0.225,Y,27.96,N,Y,A,304,0,27-SEP-06,NA
2IIM,1,SIGNALINGPROTEIN,N,0.132,0.153,Y,44.25,N,Y,A,62,0,28-SEP-06,NA
2IMF,1.3,TRANSFERASE,N,0.182,0.208,Y,48.07,N,Y,A,203,0,04-OCT-06,NA
2IMQ,1.3,TRANSPORTPROTEIN,N,0.178,0.208,Y,49.83,N,Y,X,280,0,04-OCT-06,NA
2IZQ,0.8,ANTIBIOTIC,Y,0.111,0.122,Y,28.94,Y,N,ABCD,32,0,26-JUL-06,NA
2IZR,1.3,TRANSFERASE,Y,0.132,0.158,Y,83.23,N,Y,A,298,0,26-JUL-06,NA
2J32,1.3,HYDROLASE/HYDROLASEINHIBITOR,N,0.194,0.202,Y,43.72,N,Y,A,244,0,17-AUG-06,NA
2J6B,1.3,VIRALPROTEIN,N,0.161,0.192,Y,25.86,N,Y,A,109,0,27-SEP-06,NA
2J82,1.3,HYDROLASE,N,0.165,0.204,Y,91.3,N,Y,A,221,0,18-OCT-06,NA
2J8B,1.1,LIPIDBINDINGPROTEIN,N,0.165,0.197,Y,26.86,N,Y,A,78,0,24-OCT-06,NA
2JFR,0.83,HYDROLASE,N,0.096,0.124,Y,91.11,N,Y,A,234,0,04-FEB-07,NA
2JJA,1.3,RNA,N,0.126,0.148,N,0,N,Y,A,0,0,28-MAR-08,NA
2JKH,1.3,HYDROLASE,Y,0.196,0.221,Y,40.05,N,Y,A,281,0,28-AUG-08,NA
2JLI,1.1,PROTEINTRANSPORT,N,0.164,0.168,Y,45.33,Y,Y,A,100,0,09-SEP-08,NA
2JLJ,1.3,PROTEINTRANSPORT,N,0.220,0.248,Y,42.18,N,Y,A,115,0,09-SEP-08,NA
2MHR,1.3,OXYGENBINDING,N,0.158,NULL,Y,56.06,Y,Y,A,118,0,20-APR-87,NA
2NLR,1.2,HYDROLASE,Y,0.112,0.142,Y,68.27,Y,Y,A,222,0,02-NOV-98,NA
2NLS,0.98,ANTIMICROBIALPROTEIN,N,0.106,0.124,Y,26.42,N,Y,A,36,0,20-OCT-06,NA
2NQW,1.3,STRUCTURALGENOMICSUNKNOWNFUNCTION,N,0.132,0.167,Y,34.41,N,Y,A,86,0,31-OCT-06,NA
2NR7,1.3,STRUCTURALGENOMICSUNKNOWNFUNCTION,N,0.164,0.197,N,39.1,N,Y,A,193,0,01-NOV-06,NA
2NRL,0.91,TRANSPORTPROTEIN,N,0.149,0.149,Y,27.84,N,Y,A,145,0,02-NOV-06,NA
2NRR,1.2,HYDROLASE,N,0.184,0.218,N,46.57,N,Y,A,139,0,02-NOV-06,NA
2NSZ,1.1,ANTITUMORPROTEIN,N,0.133,0.150,Y,29.9,N,Y,A,129,0,06-NOV-06,NA
2NWD,1,HYDROLASE,N,0.134,0.152,Y,26.86,Y,Y,X,130,0,14-NOV-06,NA
2NWF,1.1,OXIDOREDUCTASE,N,0.125,0.138,Y,26.45,Y,Y,A,141,0,14-NOV-06,NA
2O0B,1.1,TRANSFERASE,Y,0.128,0.154,Y,60.79,N,Y,A,424,0,27-NOV-06,NA
2O1I,1.1,DNA,Y,0.151,0.204,N,0,N,Y,A,0,12,28-NOV-06,NA
2O5G,1.1,METALBINDINGPROTEIN,Y,0.144,0.165,Y,38.76,N,Y,A,166,0,05-DEC-06,NA
2O6N,1.1,DENOVOPROTEIN,N,0.116,0.132,Y,26.12,Y,Y,A,31,0,07-DEC-06,NA
2O7A,0.84,HYDROLASE,N,NULL,0.108,Y,38.31,N,Y,A,115,0,10-DEC-06,NA
2O90,1.1,LYASE,N,0.131,0.150,Y,69.49,N,Y,A,115,0,12-DEC-06,NA
2O9S,0.83,SIGNALINGPROTEIN,N,0.105,0.121,Y,48,N,Y,A,67,0,14-DEC-06,NA
2O9U,1.1,PLANTPROTEIN,N,0.133,0.165,Y,53.79,N,Y,X,96,0,14-DEC-06,NA
2OBZ,1.1,DNA,N,0.202,0.213,N,0,N,Y,AB,0,10,20-DEC-06,NA
2OFZ,1.2,VIRALPROTEIN,N,0.164,0.191,Y,31.03,N,Y,A,132,0,04-JAN-07,NA
2OKT,1.3,LYASE,N,0.139,0.181,Y,66.72,N,Y,A,342,0,17-JAN-07,NA
2OL9,0.85,PROTEINFIBRIL,N,0.073,0.078,N,3.56,N,Y,A,6,0,18-JAN-07,NA
2OLN,1.1,OXIDOREDUCTASE,N,0.124,0.149,Y,85.88,N,Y,A,385,0,19-JAN-07,NA
2OML,1.2,ISOMERASE,N,0.152,0.179,Y,42.82,N,Y,A,181,0,22-JAN-07,NA
2OS0,1.3,HYDROLASE,N,0.195,0.207,N,50.71,N,Y,A,179,0,05-FEB-07,NA
2OSX,1.1,HYDROLASE,Y,0.122,0.139,Y,31.06,N,Y,A,449,0,06-FEB-07,NA
2OV0,0.75,ELECTRONTRANSPORT,N,0.126,0.142,Y,46.77,N,Y,A,105,0,12-FEB-07,NA
2P5K,1,DNABINDINGPROTEIN,N,0.139,0.160,N,20.26,Y,Y,A,63,0,15-MAR-07,NA
2P86,1.2,HYDROLASE,N,0.111,0.130,Y,33.88,N,Y,A,215,0,21-MAR-07,NA
2PC1,1.3,TRANSFERASE,N,0.167,0.178,Y,53.48,N,Y,A,169,0,29-MAR-07,NA
2PND,1,IMMUNESYSTEM,N,0.123,0.142,N,37.52,N,Y,A,119,0,24-APR-07,NA
2PNE,0.98,ANTIFREEZEPROTEIN,N,0.141,0.164,Y,13.32,N,Y,A,81,0,24-APR-07,NA
2PPN,0.92,ISOMERASE,N,0.213,0.199,Y,38.95,N,Y,A,107,0,30-APR-07,NA
2PQ3,1.3,METALBINDINGPROTEIN,N,0.143,0.192,Y,80.39,N,Y,A,74,0,01-MAY-07,NA
2PTH,1.2,HYDROLASE,N,0.196,0.215,Y,56.64,N,N,A,193,0,25-MAR-97,NA
2PVB,0.91,METALBINDINGPROTEIN,N,0.110,0.132,Y,34.84,N,Y,A,107,0,02-OCT-98,NA
2PWA,0.83,HYDROLASE,Y,0.120,0.136,Y,64.36,N,Y,A,279,0,11-MAY-07,NA
2PXX,1.3,TRANSFERASE,N,NULL,0.226,Y,28.04,N,Y,A,213,0,14-MAY-07,NA
2Q1O,1.1,RNA,N,0.114,0.142,N,0,N,Y,NA,0,44,25-MAY-07,NA
2Q1R,1.1,RNA,N,0.149,0.182,N,0,N,Y,NA,0,12,25-MAY-07,NA
2QA9,1.2,HYDROLASE,N,0.147,0.182,Y,26.94,N,Y,E,182,0,14-JUN-07,NA
2QMT,1.1,IMMUNESYSTEM,N,0.185,0.207,N,73.11,N,Y,A,56,0,16-JUL-07,NA
2QOL,1.1,TRANSFERASE,N,0.196,0.211,Y,30.45,N,Y,A,273,0,20-JUL-07,NA
2QSB,1.3,STRUCTURALGENOMICSUNKNOWNFUNCTION,N,0.149,0.178,Y,30.06,N,Y,A,82,0,30-JUL-07,NA
2QSK,1,SUGARBINDINGPROTEIN,N,0.129,0.147,Y,28.97,N,Y,A,95,0,31-JUL-07,NA
2QXI,1,HYDROLASE,Y,0.141,0.159,Y,104.35,N,Y,A,221,0,11-AUG-07,NA
2R01,1.1,OXIDOREDUCTASE,N,0.149,0.165,Y,31.48,N,Y,A,191,0,17-AUG-07,NA
2R0X,1.1,OXIDOREDUCTASE,N,0.143,0.170,Y,42.33,N,Y,A,153,0,21-AUG-07,NA
2R16,1,CELLADHESIONSPLICING,N,0.148,0.165,Y,30.87,N,Y,A,175,0,22-AUG-07,NA
2R20,1.3,RNA,N,0.181,0.195,N,0,N,Y,NA,0,24,24-AUG-07,NA
2R2Z,1.2,TOXIN,N,0.155,0.171,Y,32.13,N,Y,A,80,0,28-AUG-07,NA
2R31,1,CHAPERONE,N,NULL,0.143,Y,57.25,N,Y,A,236,0,28-AUG-07,NA
2R6V,1.3,FLAVOPROTEIN,N,0.128,0.154,Y,36.64,N,Y,A,178,0,06-SEP-07,NA
2RBK,1,UNKNOWNFUNCTION,N,0.123,0.148,Y,66.33,N,Y,A,261,0,19-SEP-07,NA
2RFR,1.2,UNKNOWNFUNCTION,N,0.142,0.172,Y,43.31,N,Y,A,152,0,01-OCT-07,NA
2RH2,0.96,OXIDOREDUCTASE,N,0.104,0.117,Y,35.09,Y,Y,A,58,0,05-OCT-07,NA
2RHF,1.1,HYDROLASE,N,0.178,0.194,Y,28.23,N,Y,A,75,0,09-OCT-07,NA
2RIL,1.3,OXIDOREDUCTASE,N,0.141,0.162,Y,35.12,N,Y,A,91,0,11-OCT-07,NA
2RK3,1.1,CHAPERONE,N,0.133,0.150,Y,81.29,N,Y,A,187,0,16-OCT-07,NA
2SN3,1.2,TOXIN,N,0.192,NULL,Y,36.11,Y,N,A,65,0,20-FEB-92,NA
2UXY,1.3,HYDROLASE,N,0.111,0.136,Y,96.63,N,Y,A,340,0,02-APR-07,NA
2V1M,1,OXIDOREDUCTASE,N,0.176,0.184,Y,26.15,N,Y,A,162,0,16-SEP-08,NA
2V2P,1.1,METALTRANSPORT,N,0.201,0.224,Y,39.6,N,Y,A,170,0,06-JUN-07,NA
2V3G,1.2,HYDROLASE,Y,0.117,0.144,Y,28.5,N,Y,A,273,0,18-JUN-07,NA
2V3I,1.1,HYDROLASE,Y,0.120,0.140,Y,42.84,N,Y,A,433,0,18-JUN-07,NA
2V7F,1.1,RIBOSOMALPROTEIN,N,0.138,0.155,N,35.64,Y,Y,A,139,0,30-JUL-07,NA
2V7R,1.2,RNA,N,0.188,0.208,N,0,N,Y,A,0,14,01-AUG-07,NA
2V9L,1.2,LYASE,N,0.091,0.122,Y,191.62,Y,Y,A,274,0,24-AUG-07,NA
2V9V,1.1,TRANSCRIPTION,N,0.121,0.141,Y,23.71,Y,Y,A,135,0,27-AUG-07,NA
2VB1,0.65,HYDROLASE,N,0.084,0.095,Y,55.21,Y,Y,A,129,0,05-SEP-07,NA
2VBK,1.3,VIRALPROTEIN,N,0.120,0.142,Y,51.66,N,Y,A,511,0,14-SEP-07,NA
2VCN,1.2,OXIDOREDUCTASE,N,0.213,0.230,Y,28.67,N,Y,A,249,0,25-SEP-07,NA
2VFR,1.1,OXIDOREDUCTASE,N,0.140,0.165,Y,35.03,N,Y,A,418,0,05-NOV-07,NA
2VK2,1.2,TRANSPORTPROTEIN,N,0.179,0.190,Y,78.72,N,Y,A,296,0,16-DEC-07,NA
2VK5,0.97,HYDROLASE,N,NULL,NULL,Y,50.74,N,Y,A,449,0,17-DEC-07,NA
2VLA,1.3,HYDROLASE,N,0.140,0.166,Y,50.69,N,Y,A,280,24,11-JAN-08,NA
2VPA,1.2,OXIDOREDUCTASE,N,0.142,0.180,Y,46.49,N,Y,A,204,0,27-FEB-08,NA
2VUQ,1.2,RNA,N,0.205,0.228,N,0,N,Y,A,0,14,29-MAY-08,NA
2VUV,1.3,SUGAR-BINDINGPROTEIN,N,0.145,0.161,Y,33.16,N,Y,A,128,0,30-MAY-08,NA
2VXN,0.82,ISOMERASE,Y,0.092,0.103,Y,79.54,N,Y,A,249,0,08-JUL-08,NA
2VY8,1.2,TRANSCRIPTION,N,0.191,0.214,Y,31.91,N,Y,A,152,0,19-JUL-08,NA
2W15,1.1,HYDROLASE/INHIBITOR,N,0.117,0.143,Y,34.01,N,Y,A,201,0,14-OCT-08,NA
2W39,1.1,HYDROLASE,N,0.138,0.152,Y,24.87,N,Y,A,298,0,07-NOV-08,NA
2W5Q,1.2,TRANSFERASE,N,0.171,0.185,Y,34.27,N,Y,NA,424,0,11-DEC-08,NA
2W8T,1.3,TRANSFERASE,N,0.150,0.165,Y,18.37,N,Y,A,398,0,19-JAN-09,NA
2WBQ,1.1,OXIDOREDUCTASE,Y,0.144,0.178,Y,82.51,N,Y,A,332,0,02-MAR-09,NA
2WFI,0.75,ISOMERASE,N,0.107,0.124,Y,54.7,N,Y,A,171,0,06-APR-09,NA
2WJ5,1.1,CHAPERONE,N,0.154,0.180,Y,43.32,N,Y,A,96,0,22-MAY-09,NA
2WNA,0.97,RNA,N,0.10648,0.12726,N,0,N,Y,A,0,0,07-JUL-09,NA
2WNF,1.3,TRANSFERASE,N,0.18115,0.19529,Y,30,N,Y,NA,269,0,09-JUL-09,NA
2WNP,1.2,IMMUNESYSTEM,N,0.17839,0.19137,Y,27.09,N,Y,F,217,0,16-JUL-09,NA
2WQ1,1.1,TRANSCRIPTION,N,0.12938,0.16748,Y,40.57,N,Y,A,32,0,12-AUG-09,NA
2WRA,1.1,SUGARBINDINGPROTEIN,Y,0.14499,0.17300,Y,31.18,N,Y,A,122,0,01-SEP-09,NA
2WWE,1.3,TRANSFERASE,N,0.166,0.184,Y,32.06,N,Y,A,111,0,22-OCT-09,NA
2X46,1,ALLERGEN,N,0.13639,0.15735,Y,24.97,N,Y,A,141,0,28-JAN-10,NA
2X5N,1.3,NUCLEARPROTEIN,N,0.1248,0.1646,Y,255.27,Y,Y,A,189,0,10-FEB-10,NA
2X5X,1.2,HYDROLASE,N,0.139,0.176,Y,54.54,N,Y,A,342,0,11-FEB-10,NA
2X5Y,1.1,IMMUNESYSTEM,N,0.13120,0.14927,Y,37.02,N,Y,A,171,0,11-FEB-10,NA
2X7K,1.1,ISOMERASE/IMMUNOSUPPRESSANT,Y,0.129,0.149,Y,52.14,Y,Y,A,166,0,01-MAR-10,NA
2X9Z,1.3,CELLADHESION,N,0.152,0.178,Y,46.96,N,Y,A,261,0,25-MAR-10,NA
2XFD,1.2,SUGARBINDINGPROTEIN,Y,0.11854,0.14795,Y,24.75,N,Y,A,109,0,21-MAY-10,NA
2XFR,0.97,HYDROLASE,N,0.114,0.130,Y,56.6,N,Y,A,487,0,28-MAY-10,NA
2XIO,1.2,HYDROLASE,N,0.173,0.192,Y,66.23,N,Y,A,293,0,30-JUN-10,NA
2XJH,0.92,OXIDOREDUCTASE,N,NULL,0.141,Y,25.18,N,Y,AB,16,0,06-JUL-10,NA
2XJI,1,OXIDOREDUCTASE,N,NULL,0.129,Y,22.99,N,Y,ABCDEF,42,0,06-JUL-10,NA
2XJP,0.95,CELLADHESION,N,0.10553,0.12236,Y,53.77,Y,Y,A,258,0,06-JUL-10,NA
2XKI,1.3,OXYGENSTORAGE,N,0.147,0.177,Y,41.7,N,Y,A,110,0,08-JUL-10,NA
2XN6,1.3,TRANSPORT,Y,0.20858,0.23453,Y,40.49,N,Y,A,372,0,30-JUL-10,NA
2XNQ,1.3,RNABINDINGPROTEIN,N,0.17567,0.19448,Y,36.74,N,Y,A,78,0,05-AUG-10,NA
2XOD,0.96,FLAVOPROTEIN,N,NULL,0.151,Y,79.84,N,Y,A,118,0,14-AUG-10,NA
2XOM,0.95,HYDROLASE,Y,0.10458,0.11970,Y,28.96,N,Y,A,145,0,20-AUG-10,NA
2XU3,0.9,HYDROLASE,N,0.14248,0.15473,Y,34.53,Y,Y,A,220,0,14-OCT-10,NA
2XWV,1.1,TRANSPORTPROTEIN,Y,0.126,0.150,Y,35.79,N,Y,A,309,0,05-NOV-10,NA
2Y0O,1.2,ISOMERASE,N,0.1470,0.1782,Y,60.27,N,Y,A,169,0,07-DEC-10,NA
2Y5M,1.1,ANTIBIOTIC,N,0.132,0.155,Y,31.92,N,Y,ABCDEF,48,0,14-JAN-11,NA
2Y6N,1.3,ANTIBIOTIC,N,0.149,0.170,Y,33.28,N,Y,ABCDEF,48,0,25-JAN-11,NA
2Y78,0.91,ISOMERASE,N,0.1097,0.1161,Y,82.22,Y,Y,A,122,0,28-JAN-11,NA
2YEO,1.1,TOXIN,N,0.1205,0.1234,Y,70.5,Y,Y,A,65,0,28-MAR-11,NA
2YEX,1.3,TRANSFERASE,N,0.13503,0.16415,Y,33.6,N,Y,A,269,0,31-MAR-11,NA
2YGI,0.8,METALTRANSPORT,N,0.076,0.089,Y,12.31,N,Y,ABCD,16,0,18-APR-11,NA
2YGJ,0.8,METALTRANSPORT,N,0.087,0.109,Y,7.8,N,Y,A,4,0,18-APR-11,NA
2YH5,1.3,LIPIDBINDINGPROTEIN,N,0.14828,0.18387,Y,52.12,N,Y,A,121,0,27-APR-11,NA
2YHG,1.1,HYDROLASE,N,0.134,0.151,Y,45.5,N,Y,A,411,0,30-APR-11,NA
2YLN,1.1,TRANSPORTPROTEIN,N,0.11087,0.14176,Y,38.42,N,Y,NA,240,0,03-JUN-11,NA
2Z4U,1.1,HYDROLASE,N,0.139,0.146,Y,65.94,N,Y,A,261,0,26-JUN-07,NA
2Z72,1.1,HYDROLASE,N,0.110,0.161,Y,89.59,N,Y,A,338,0,10-AUG-07,NA
2ZFD,1.2,SIGNALINGPROTEIN/TRANSFERASE,N,0.180,0.192,Y,27.32,N,Y,A,299,0,29-DEC-07,NA
2ZHN,1.3,SUGARBINDINGPROTEIN,Y,0.182,0.192,Y,20.2,N,Y,A,145,0,06-FEB-08,NA
2ZK9,1.1,HYDROLASE,N,0.098,0.136,Y,59.88,N,Y,X,185,0,13-MAR-08,NA
2ZNR,1.2,HYDROLASE,N,0.150,0.165,Y,33.46,N,Y,A,178,0,01-MAY-08,NA
2ZPM,0.98,HYDROLASE,N,0.151,0.180,Y,35.2,N,Y,A,79,0,17-JUL-08,NA
2ZPT,1.1,TRANSFERASE,Y,0.149,0.160,Y,28.01,N,Y,X,288,0,28-JUL-08,NA
2ZQ7,0.94,HYDROLASE,N,0.136,0.147,Y,29.6,N,Y,A,261,0,07-AUG-08,NA
2ZXY,1.1,OXYGENBINDINGTRANSPORTPROTEIN,N,0.129,0.164,Y,36.26,N,Y,A,86,0,09-JAN-09,NA
310D,1.3,RNA,N,NULL,NULL,N,0,N,Y,NA,0,0,25-MAY-96,NA
336D,1,DNA,N,0.190,NULL,N,0,N,N,AB,0,12,24-JUN-97,NA
352D,0.95,DNA,N,NULL,NULL,N,0,N,Y,ABCDEFGHIJKLMNOP,0,93,04-SEP-97,NA
362D,1.3,DNA,N,0.117,0.173,N,0,N,Y,AB,0,12,20-AUG-97,NA
366D,1.3,DNA,N,0.185,NULL,N,0,N,Y,A,0,5,19-DEC-97,NA
367D,1.2,DNA,N,0.178,NULL,N,0,N,N,AB,0,12,19-DEC-97,NA
397D,1.3,RNA,N,0.131,0.177,N,0,N,Y,NA,0,27,30-APR-98,NA
3A02,1,GENEREGULATION,N,0.173,0.184,Y,38.93,N,Y,A,51,0,28-FEB-09,NA
3A72,1,HYDROLASE,N,NULL,0.125,N,102.86,N,Y,A,353,0,11-SEP-09,NA
3A7L,1.3,TRANSPORTPROTEIN,N,0.178,0.205,N,49.65,N,Y,A,128,0,28-SEP-09,NA
3A8G,1.1,LYASE,Y,0.143,0.169,Y,66.97,N,Y,A,407,0,06-OCT-09,NA
3A9B,1.2,HYDROLASE,Y,0.149,0.169,Y,36.13,N,Y,A,374,0,22-OCT-09,NA
3AGN,0.96,HYDROLASE,Y,0.118,0.127,Y,18.34,N,Y,A,114,0,03-APR-10,NA
3AJ7,1.3,HYDROLASE,N,0.173,0.186,N,26.75,N,Y,A,586,0,26-MAY-10,NA
3AJD,1.3,TRANSFERASE,N,0.168,0.185,Y,39.46,N,Y,A,254,0,01-JUN-10,NA
3AL1,0.75,STRUCTURALPROTEIN,N,0.131,0.145,Y,19.96,Y,Y,AB,24,0,26-OCT-98,NA
3ALF,1.2,HYDROLASE,N,0.176,0.187,N,19.05,N,Y,A,348,0,03-AUG-10,NA
3AMR,1.3,HYDROLASE/HYDROLASEINHIBITOR,Y,0.139,0.178,N,67.67,N,Y,A,352,0,22-AUG-10,NA
3ARX,1.2,HYDROLASE/HYDROLASEINHIBITOR,N,0.162,0.185,Y,100.51,N,Y,A,575,0,09-DEC-10,NA
3B0G,1.3,OXIDOREDUCTASE,N,0.161,0.169,Y,28.25,N,Y,A,538,0,09-JUN-11,NA
3B0T,1.3,GENEREGULATION,Y,0.180,0.199,Y,35.08,N,Y,A,254,0,14-JUN-11,NA
3B34,1.3,HYDROLASE,Y,0.177,0.194,Y,42.75,N,Y,A,866,0,19-OCT-07,NA
3B64,1,CYTOKINE,N,0.139,0.157,Y,56.73,N,Y,NA,112,0,27-OCT-07,NA
3B9W,1.3,TRANSPORTPROTEIN,N,0.148,0.171,Y,59,N,Y,A,362,0,07-NOV-07,NA
3BHY,1.2,TRANSFERASE,N,0.146,0.187,Y,71.16,N,Y,A,268,0,29-NOV-07,NA
3BNJ,1.3,OXIDOREDUCTASE,Y,0.183,0.208,Y,52.54,N,Y,A,471,0,14-DEC-07,NA
3BS2,1.1,LIGANDBINDINGPROTEIN,N,0.169,0.193,Y,31.75,N,Y,A,146,0,21-DEC-07,NA
3BVX,1.1,HYDROLASE,N,0.158,0.190,Y,142.68,N,Y,A,1016,0,07-JAN-08,NA
3BWH,1,TRANSLATION,N,0.172,0.179,N,24.29,N,Y,A,244,0,09-JAN-08,NA
3BWY,1.3,TRANSFERASE,N,0.126,0.167,Y,61.45,N,Y,A,214,0,10-JAN-08,NA
3BWZ,1.2,STRUCTURALPROTEIN,N,0.124,0.152,Y,40.99,N,Y,A,171,0,10-JAN-08,NA
3BZY,1.2,MEMBRANEPROTEINPROTEINTRANSPORT,N,0.144,0.178,Y,38.42,N,Y,A,100,0,18-JAN-08,NA
3C1P,1,PEPTIDENUCLEICACID,N,0.153,0.202,Y,32.79,Y,Y,ABCD,4,0,23-JAN-08,NA
3C6A,1.2,VIRALPROTEIN,N,0.134,0.171,Y,104.28,N,Y,A,198,0,04-FEB-08,NA
3CE1,1.2,OXIDOREDUCTASE,N,0.150,0.166,Y,21.24,N,Y,A,150,0,27-FEB-08,NA
3CI3,1.1,TRANSFERASE,N,0.161,0.180,Y,33.11,N,Y,A,188,0,10-MAR-08,NA
3CLM,1.1,LYASE,N,0.130,0.161,Y,35.09,N,Y,A,348,0,19-MAR-08,NA
3CP5,1.2,ELECTRONTRANSPORT,N,0.130,0.174,Y,75.95,N,Y,A,116,0,31-MAR-08,NA
3CU9,1.1,HYDROLASE,N,0.147,0.176,N,112.62,N,Y,A,314,0,16-APR-08,NA
3CUZ,1,TRANSFERASE,N,0.153,0.166,Y,24.03,N,Y,A,529,0,17-APR-08,NA
3CX2,1.3,CONTRACTILEPROTEIN,N,NULL,0.209,Y,66.6,N,Y,A,107,0,23-APR-08,NA
3D02,1.3,SUGARBINDINGPROTEIN,N,0.158,0.172,Y,60.85,N,Y,A,291,0,30-APR-08,NA
3D06,1.2,TRANSCRIPTION,N,0.177,0.202,Y,46.04,N,Y,A,179,0,01-MAY-08,NA
3D1K,1.3,OXYGENBINDING,N,NULL,0.202,Y,104.53,N,Y,A,288,0,06-MAY-08,NA
3D1P,0.98,TRANSFERASE,N,0.109,0.124,Y,24.64,N,Y,A,118,0,06-MAY-08,NA
3D3B,1.3,TRANSCRIPTION,N,0.175,0.204,Y,36.93,N,Y,A,226,0,09-MAY-08,NA
3DHA,0.95,HYDROLASE,N,0.133,0.169,Y,112.9,N,Y,A,254,0,17-JUN-08,NA
3DK9,0.95,OXIDOREDUCTASE,N,NULL,0.152,Y,86.47,N,Y,A,462,0,24-JUN-08,NA
3DLC,1.1,TRANSFERASE,N,0.121,0.138,Y,33.83,N,Y,NA,215,0,27-JUN-08,NA
3DNB,1.3,DNA,N,0.164,NULL,N,0,N,Y,A,0,10,18-MAR-88,NA
3DQY,1.2,OXIDOREDUCTASE,N,0.184,0.195,N,23.02,N,Y,NA,105,0,10-JUL-08,NA
3DRF,1.3,PEPTIDEBINDINGPROTEIN,Y,0.133,0.161,Y,33.72,N,Y,A,547,0,11-JUL-08,NA
3DVZ,1,RNA,N,0.150,0.165,N,0,N,Y,A,0,27,21-JUL-08,NA
3DW4,0.97,RNA,N,0.139,0.150,N,0,N,Y,A,0,26,21-JUL-08,NA
3DW5,0.96,RNA,N,0.150,0.165,N,0,N,Y,A,0,26,21-JUL-08,NA
3DW6,1,RNA,N,0.132,0.149,N,0,N,Y,A,0,26,21-JUL-08,NA
3DW7,1,RNA,N,0.154,0.170,N,0,N,Y,A,0,26,21-JUL-08,NA
3DXL,1.3,ODORANT-BINDINGPROTEIN,N,0.189,0.214,Y,45.56,N,Y,A,299,0,24-JUL-08,NA
3E2O,1.1,OXIDOREDUCTASE,N,0.171,0.199,Y,92.7,N,Y,A,291,0,05-AUG-08,NA
3E4G,0.96,ELECTRONTRANSPORT,N,0.144,0.164,Y,43.82,N,Y,A,176,0,11-AUG-08,NA
3E5T,1.1,FLUORESCENTPROTEIN,N,0.131,0.168,Y,115.95,N,Y,A,228,0,14-AUG-08,NA
3E6Z,1,METALBINDINGPROTEIN,N,0.195,0.214,Y,24.88,N,Y,X,80,0,17-AUG-08,NA
3E7R,1,ANTIMICROBIALPROTEIN,N,0.203,0.224,Y,40.12,N,Y,L,40,0,18-AUG-08,NA
3E8T,1.3,TRANSPORTPROTEIN,N,0.144,0.182,Y,45.3,N,Y,A,216,0,20-AUG-08,NA
3E8Y,1.1,TOXIN,N,0.202,0.217,Y,28.03,N,Y,X,30,0,20-AUG-08,NA
3EA6,0.92,TOXIN,N,NULL,0.122,Y,52.25,N,Y,A,215,0,24-AUG-08,NA
3EBT,1.3,UNKNOWNFUNCTION,N,0.141,0.162,Y,43.13,N,Y,A,127,0,28-AUG-08,NA
3EDH,1.3,HYDROLASE,N,0.142,0.172,Y,37.07,N,Y,A,193,0,03-SEP-08,NA
3EIN,1.1,TRANSFERASE,N,0.141,0.157,Y,32.6,N,Y,A,207,0,17-SEP-08,NA
3EOJ,1.3,PHOTOSYNTHESIS,N,0.137,0.161,Y,54.86,N,Y,A,359,0,27-SEP-08,NA
3ESS,1.2,TRANSFERASETOXIN,Y,0.132,0.154,Y,33.63,N,Y,A,199,0,06-OCT-08,NA
3ESU,1.3,IMMUNESYSTEM,N,0.216,0.236,N,24.09,N,Y,NA,218,0,06-OCT-08,NA
3EUN,1.1,ELECTRONTRANSPORT,N,0.116,NULL,Y,92.12,N,Y,A,81,0,10-OCT-08,NA
3EUR,1.3,STRUCTURALGENOMICSUNKNOWNFUNCTION,N,0.140,0.170,Y,45.38,N,Y,A,139,0,10-OCT-08,NA
