PDB,RES,CLASS,COMPLEX,RVALUE,RFREE,OCCUPANCY, BFACTOR ,HYDROGENS,STRUCFAC,CHAINS, RESIDUES , NUCLEOTIDES ,DATE,COMMENTS
2G58,0.98,HYDROLASE/HYDROLASEINHIBITOR,Y,0.133,0.157,Y, 66 ,N,N,A, 125 , -   ,22-Feb-06,NA
3WDN,0.86,OXIDOREDUCTASE,N,NULL,0.139,Y, 82 ,N,Y,A, 125 , -   ,19-Jun-13,NA
1NWZ,0.82,SIGNALINGPROTEIN,N,0.123,0.144,Y, 88 ,N,Y,A, 125 , -   ,07-Feb-03,NA
6JK4,1.1,ANTIFREEZEPROTEIN,N,0.155,0.174,Y, 49 ,N,Y,A, 126 , -   ,27-Feb-19,NA
5NQO,1.1,COPPER-BINDINGPROTEIN,N,0.126,0.145,Y, 58 ,N,Y,A, 126 , -   ,20-Apr-17,NA
1JBE,1.1,SIGNALINGPROTEIN,N,0.113,0.152,Y, 62 ,N,Y,A, 126 , -   ,04-Jun-01,NA
5E7B,1.1,IMMUNESYSTEM,N,0.16,0.189,Y, 64 ,Y,Y,A, 126 , -   ,12-Oct-15,NA
3F7X,1.2,UNKNOWNFUNCTION,N,0.122,0.15,Y, 35 ,N,Y,A, 127 , -   ,10-Nov-08,NA
4PS6,1.3,TOXIN,N,0.119,0.164,Y, 41 ,N,Y,A, 127 , -   ,06-Mar-14,NA
6C1X,1.1,ISOMERASE,N,0.144,0.172,Y, 42 ,Y,Y,A, 127 , -   ,05-Jan-18,NA
3EBT,1.3,UNKNOWNFUNCTION,N,0.141,0.162,Y, 43 ,N,Y,A, 127 , -   ,28-Aug-08,NA
6RRV,1.1,NUCLEARPROTEIN,N,0.118,0.142,Y, 44 ,Y,Y,A, 127 , -   ,20-May-19,NA
4QB3,0.94,TRANSCRIPTION/TRANSCRIPTIONINHIBITOR,Y,0.137,0.155,Y, 49 ,N,Y,A, 127 , -   ,06-May-14,NA
5L0N,1.3,TRANSFERASE/TRANSFERASEINHIBITOR,N,0.168,0.182,Y, 80 ,Y,Y,A, 127 , -   ,27-Jul-16,NA
2HHG,1.2,STRUCTURALGENOMICSUNKNOWNFUNCTION,N,0.193,0.208,Y, 26 ,N,Y,A, 128 , -   ,28-Jun-06,NA
3O5Q,0.96,ISOMERASE,N,0.131,0.152,Y, 28 ,N,Y,A, 128 , -   ,28-Jul-10,NA
6JB9,1.1,IMMUNESYSTEM,N,0.102,0.129,Y, 32 ,N,Y,A, 128 , -   ,25-Jan-19,NA
2VUV,1.3,SUGAR-BINDINGPROTEIN,N,0.145,0.161,Y, 33 ,N,Y,A, 128 , -   ,30-May-08,NA
3R0N,1.3,CELLADHESION,N,0.153,0.173,Y, 39 ,N,Y,A, 128 , -   ,08-Mar-11,NA
5SZC,1.2,PEPTIDEBINDINGPROTEIN,N,0.149,0.167,Y, 48 ,Y,Y,A, 128 , -   ,13-Aug-16,NA
3A7L,1.3,TRANSPORTPROTEIN,N,0.178,0.205,N, 50 ,N,Y,A, 128 , -   ,28-Sep-09,NA
6ENP,1,HYDROLASE,N,0.123,0.145,Y, 74 ,Y,Y,A, 128 , -   ,05-Oct-17,NA
6T6C,1.3,HYDROLASE,Y,NULL,0.134,Y, 83 ,Y,Y,A, 128 , -   ,18-Oct-19,NA
6QAZ,1,UNKNOWNFUNCTION,N,0.123,0.15,Y, 85 ,N,Y,A, 128 , -   ,20-Dec-18,NA
2NSZ,1.1,ANTITUMORPROTEIN,N,0.133,0.15,Y, 30 ,N,Y,A, 129 , -   ,06-Nov-06,NA
6PWS,1,SUGARBINDINGPROTEIN,N,0.115,0.128,Y, 30 ,Y,Y,A, 129 , -   ,23-Jul-19,NA
2CCW,1.1,ELECTRONTRANSPORT(CUPROPROTEIN),N,NULL,0.146,Y, 33 ,N,Y,A, 129 , -   ,18-Jan-06,NA
3LQW,1.3,HYDROLASE,N,0.133,0.155,Y, 42 ,N,Y,A, 129 , -   ,10-Feb-10,NA
2VB1,0.65,HYDROLASE,N,0.084,0.095,Y, 55 ,Y,Y,A, 129 , -   ,05-Sep-07,NA
4MQ3,1.1,VIRALPROTEIN,N,0.142,0.176,N, 84 ,N,Y,A, 129 , -   ,15-Sep-13,NA
6CWK,1.3,IMMUNESYSTEM,N,0.156,0.176,Y, 122 ,Y,Y,A, 129 , -   ,30-Mar-18,NA
2NWD,1,HYDROLASE,N,0.134,0.152,Y, 27 ,Y,Y,X, 130 , -   ,14-Nov-06,NA
4ESP,1.1,ALLERGEN,N,0.169,0.183,Y, 39 ,N,Y,A, 130 , -   ,23-Apr-12,NA
3FK8,1.3,ISOMERASE,N,0.155,0.179,Y, 43 ,N,Y,A, 130 , -   ,16-Dec-08,NA
4XPX,1,OXYGENBINDINGPROTEIN,N,0.158,0.166,N, 45 ,N,Y,A, 130 , -   ,18-Jan-15,NA
3QOO,1.3,STRUCTURALGENOMICSUNKNOWNFUNCTION,N,0.157,0.181,Y, 46 ,N,Y,A, 130 , -   ,10-Feb-11,NA
4QQH,1.2,PROTEINBINDING,N,0.154,0.167,Y, 50 ,N,Y,A, 130 , -   ,27-Jun-14,NA
1JF8,1.1,OXIDOREDUCTASE,N,0.208,0.227,N, 57 ,N,Y,A, 130 , -   ,20-Jun-01,NA
4NAZ,1.1,TRANSFERASE,N,0.136,0.163,Y, 120 ,N,Y,A, 130 , -   ,22-Oct-13,NA
5ZXE,1.3,CELLCYCLE,N,0.172,0.201,Y, 145 ,N,Y,NA, 130 , -   ,19-May-18,NA
6HYO,1.1,SIGNALINGPROTEIN,N,0.143,0.161,Y, 42 ,N,Y,NA, 131 , -   ,22-Oct-18,NA
1TU9,1.2,STRUCTURALGENOMICSUNKNOWNFUNCTION,N,0.164,0.191,Y, 43 ,N,Y,A, 131 , -   ,24-Jun-04,NA
6S2M,0.72,LIPIDBINDINGPROTEIN,N,0.104,0.111,Y, 48 ,N,Y,A, 131 , -   ,21-Jun-19,NA
5II8,0.99,CELLADHESION,N,0.167,0.191,Y, 50 ,Y,Y,A, 131 , -   ,01-Mar-16,NA
4W8H,1.1,SIGNALINGPROTEIN,N,0.142,0.171,Y, 50 ,Y,Y,A, 131 , -   ,24-Aug-14,NA
1C52,1.3,ELECTRONTRANSPORTPROTEIN,N,0.191,0.224,Y, 52 ,Y,N,A, 131 , -   ,23-Jun-97,NA
4FR9,1.2,UNKNOWNFUNCTION,N,0.147,0.172,Y, 58 ,N,Y,A, 131 , -   ,26-Jun-12,NA
1T3Y,1.1,PROTEINBINDING,N,0.119,0.159,Y, 73 ,N,Y,A, 131 , -   ,28-Apr-04,NA
1IFC,1.2,LIPIDBINDINGPROTEIN,N,0.169,NULL,Y, 91 ,N,N,A, 131 , -   ,19-Dec-91,NA
2OFZ,1.2,VIRALPROTEIN,N,0.164,0.191,Y, 31 ,N,Y,A, 132 , -   ,04-Jan-07,NA
3WH2,1.3,IMMUNESYSTEM,Y,0.129,0.156,Y, 32 ,N,Y,A, 132 , -   ,21-Aug-13,NA
1OD3,1,HYDROLASE,N,0.132,0.149,Y, 32 ,N,Y,A, 132 , -   ,12-Feb-03,NA
4GZC,1.3,ENDOCYTOSISLIPIDBINDINGPROTEIN,N,0.213,0.231,Y, 42 ,N,Y,A, 132 , -   ,06-Sep-12,NA
3QZB,1.1,OXIDOREDUCTASE,N,0.126,0.153,Y, 43 ,N,Y,A, 132 , -   ,04-Mar-11,NA
6HYN,1.1,SIGNALINGPROTEIN,N,0.168,0.185,Y, 56 ,N,Y,NA, 132 , -   ,22-Oct-18,NA
3R87,1.1,UNKNOWNFUNCTION,N,0.149,0.165,Y, 65 ,N,Y,A, 132 , -   ,23-Mar-11,NA
1C7K,1,HYDROLASE,N,0.154,0.178,N, 72 ,N,Y,A, 132 , -   ,19-Feb-00,NA
4OUS,1.1,SIGNALINGPROTEIN,N,0.152,0.161,Y, 82 ,N,Y,A, 132 , -   ,18-Feb-14,NA
4TTW,1.2,STRUCTURALPROTEIN,N,0.164,0.189,Y, 255 ,Y,Y,A, 132 , -   ,23-Jun-14,NA
3PPT,1.3,LIPIDBINDINGPROTEIN,N,0.136,0.171,Y, 35 ,N,Y,A, 133 , -   ,25-Nov-10,NA
5EM0,1.1,ALLERGEN,N,0.167,0.19,Y, 39 ,N,Y,A, 133 , -   ,05-Nov-15,NA
5BTY,1.1,UNKNOWNFUNCTION,N,0.171,0.192,Y, 45 ,N,Y,A, 133 , -   ,03-Jun-15,NA
4KEF,1.1,ACTINBINDINGPROTEIN,N,0.127,0.144,Y, 52 ,Y,Y,A, 133 , -   ,25-Apr-13,NA
6AT8,1.1,LIPIDBINDINGPROTEIN,N,0.127,0.149,Y, 59 ,Y,Y,A, 133 , -   ,28-Aug-17,NA
4TKB,0.86,LIPIDBINDINGPROTEIN,N,0.109,0.121,Y, 71 ,N,Y,A, 133 , -   ,26-May-14,NA
6GZ8,1,STRUCTURALPROTEIN,N,0.135,0.154,Y, 114 ,Y,Y,A, 133 , -   ,03-Jul-18,NA
5IVN,1,PEPTIDEBINDINGPROTEIN,Y,0.129,0.15,Y, 127 ,N,Y,A, 133 , -   ,21-Mar-16,NA
6ELV,1.1,OXIDOREDUCTASE,N,0.148,0.161,Y, 35 ,N,Y,A, 134 , -   ,29-Sep-17,NA
3QL9,0.93,TRANSCRIPTION/STRUCTURALPROTEIN,Y,0.123,0.131,Y, 52 ,N,Y,A, 134 , -   ,02-Feb-11,NA
1LU4,1.1,OXIDOREDUCTASE,N,0.153,0.216,Y, 71 ,N,Y,A, 134 , -   ,21-May-02,NA
6DF4,1.3,TRANSCRIPTION/INHIBITOR,Y,0.172,0.187,Y, 71 ,N,Y,A, 134 , -   ,14-May-18,NA
2V9V,1.1,TRANSCRIPTION,N,0.121,0.141,Y, 24 ,Y,Y,A, 135 , -   ,27-Aug-07,NA
1SEN,1.2,STRUCTURALGENOMICSUNKNOWNFUNCTION,N,NULL,0.184,Y, 31 ,N,Y,A, 135 , -   ,17-Feb-04,NA
1XT5,1.1,IMMUNESYSTEM,N,0.128,0.153,Y, 36 ,N,Y,NA, 135 , -   ,21-Oct-04,NA
4LJ1,1.2,CELLINVASION,N,0.148,0.166,Y, 62 ,N,Y,A, 135 , -   ,04-Jul-13,NA
2BZZ,0.98,HYDROLASE,Y,NULL,NULL,Y, 64 ,N,Y,A, 135 , -   ,24-Aug-05,NA
1E+29,1.2,ELECTRONTRANSPORT,N,0.153,0.212,Y, 96 ,N,Y,A, 135 , -   ,19-May-00,NA
2FVV,1.3,HYDROLASE,N,0.169,0.204,Y, 105 ,N,Y,A, 135 , -   ,31-Jan-06,NA
4WEE,0.89,METALBINDINGPROTEIN,N,0.15,0.164,Y, 385 ,Y,Y,A, 135 , -   ,09-Sep-14,NA
1KQ6,1.2,PROTEINBINDING,N,0.132,0.186,Y, 112 ,N,Y,A, 136 , -   ,04-Jan-02,NA
1EUW,1.1,HYDROLASE,N,0.141,0.164,Y, 277 ,Y,Y,A, 136 , -   ,17-Apr-00,NA
2G7B,1.2,TRANSPORTPROTEIN,N,0.13,0.155,Y, 36 ,N,Y,A, 137 , -   ,27-Feb-06,NA
5O45,0.99,CELLCYCLE,Y,0.114,0.137,Y, 51 ,Y,Y,A, 137 , -   ,26-May-17,NA
5E1N,1,METALBINDINGPROTEIN,N,0.135,0.15,Y, 66 ,Y,Y,A, 137 , -   ,29-Sep-15,NA
3ZSJ,0.86,SUGARBINDINGPROTEIN,Y,0.127,0.142,Y, 40 ,N,Y,A, 138 , -   ,28-Jun-11,NA
6AR0,1.1,SIGNALINGPROTEIN,N,0.164,0.179,N, 48 ,Y,Y,A, 138 , -   ,21-Aug-17,NA
4Z2O,1.2,BIOTINBINDINGPROTEIN,N,0.14,0.166,Y, 56 ,N,Y,A, 138 , -   ,30-Mar-15,NA
5AOZ,1.1,SUGARBINDINGPROTEIN,N,0.1196,0.14243,Y, 69 ,N,Y,A, 138 , -   ,14-Sep-15,NA
6C1Z,1.3,LIPIDBINDINGPROTEIN,N,0.191,0.21,N, 99 ,Y,Y,A, 138 , -   ,05-Jan-18,NA
4NI6,1.1,UNKNOWNFUNCTION,N,0.184,0.211,Y, 105 ,N,Y,A, 138 , -   ,05-Nov-13,NA
1S3C,1.3,OXIDOREDUCTASE,N,0.148,0.239,Y, 139 ,N,N,A, 138 , -   ,13-Jan-04,NA
4W9Z,1.3,OXIDOREDUCTASE,N,0.11,0.134,Y, 170 ,N,Y,A, 138 , -   ,28-Aug-14,NA
5HBS,0.89,RETINOL-BINDINGPROTEIN,N,0.125,0.133,Y, 23 ,Y,Y,A, 139 , -   ,02-Jan-16,NA
1ZCE,1.3,STRUCTURALGENOMICSUNKNOWNFUNCTION,N,0.195,0.211,N, 28 ,N,Y,A, 139 , -   ,11-Apr-05,NA
2V7F,1.1,RIBOSOMALPROTEIN,N,0.138,0.155,N, 36 ,Y,Y,A, 139 , -   ,30-Jul-07,NA
3HWU,1.3,STRUCTURALGENOMICSUNKNOWNFUNCTION,N,0.121,0.14,Y, 38 ,N,Y,A, 139 , -   ,18-Jun-09,NA
3P6D,1.1,LIPIDBINDINGPROTEIN,Y,0.141,0.161,Y, 38 ,N,Y,A, 139 , -   ,11-Oct-10,NA
3S6F,1.2,TRANSFERASE,N,0.136,0.15,Y, 42 ,N,Y,A, 139 , -   ,25-May-11,NA
3EUR,1.3,STRUCTURALGENOMICSUNKNOWNFUNCTION,N,0.14,0.17,Y, 45 ,N,Y,A, 139 , -   ,10-Oct-08,NA
2NRR,1.2,HYDROLASE,N,0.184,0.218,N, 47 ,N,Y,A, 139 , -   ,02-Nov-06,NA
5I29,1.2,PROTEINBINDING/INHIBITOR,N,0.198,0.217,Y, 53 ,N,Y,A, 139 , -   ,08-Feb-16,NA
6FVI,1,CELLCYCLE,N,0.137,0.152,Y, 76 ,Y,Y,A, 139 , -   ,02-Mar-18,NA
4IZX,1.1,SUGARBINDINGPROTEIN,Y,0.109,0.132,Y, 109 ,N,Y,A, 139 , -   ,30-Jan-13,NA
4ZGF,1,UNKNOWNFUNCTION,N,0.117,0.137,Y, 37 ,N,Y,A, 140 , -   ,22-Apr-15,NA
3KBE,1.1,OXIDOREDUCTASE,N,0.155,0.172,Y, 42 ,N,Y,A, 140 , -   ,20-Oct-09,NA
4INW,1.1,PHEROMONE-BINDINGPROTEIN,Y,0.161,0.183,Y, 45 ,N,Y,A, 140 , -   ,07-Jan-13,NA
5CFJ,1.3,HYDROLASE,N,0.171,0.193,Y, 151 ,N,Y,NA, 140 , -   ,08-Jul-15,NA
2X46,1,ALLERGEN,N,0.13639,0.15735,Y, 25 ,N,Y,A, 141 , -   ,28-Jan-10,NA
2NWF,1.1,OXIDOREDUCTASE,N,0.125,0.138,Y, 26 ,Y,Y,A, 141 , -   ,14-Nov-06,NA
2CM5,1.3,PROTEINTRANSPORT,N,0.1453,0.1937,Y, 68 ,N,Y,A, 141 , -   ,04-May-06,NA
2FCL,1.2,TRANSFERASE,N,0.142,0.17,Y, 46 ,N,Y,A, 142 , -   ,12-Dec-05,NA
4QPW,1.1,HYDROLASE,N,0.161,0.178,Y, 66 ,N,Y,A, 142 , -   ,25-Jun-14,NA
5V3N,1.3,HYDROLASE,Y,0.193,0.217,Y, 75 ,Y,Y,A, 142 , -   ,07-Mar-17,NA
3HT1,1.2,LYASE,N,0.13,0.17,Y, 110 ,N,Y,A, 142 , -   ,11-Jun-09,NA
4MTU,0.97,LYASE,N,0.146,0.152,Y, 55 ,N,Y,A, 143 , -   ,20-Sep-13,NA
1CXQ,1,TRANSFERASE,N,0.129,0.157,Y, 71 ,N,Y,A, 143 , -   ,30-Aug-99,NA
1O8X,1.3,ELECTRONTRANSPORT,N,0.177,0.209,N, 43 ,N,Y,A, 144 , -   ,09-Dec-02,NA
3S4E,1.3,HYDROLASE,N,0.152,0.181,N, 45 ,N,Y,A, 144 , -   ,19-May-11,NA
1QDD,1.3,METALBINDINGPROTEIN,N,0.132,0.159,Y, 50 ,N,N,A, 144 , -   ,20-May-99,NA
1KNG,1.1,OXIDOREDUCTASE,N,NULL,0.151,Y, 95 ,N,Y,A, 144 , -   ,18-Dec-01,NA
4GA2,0.95,TRANSPORTPROTEIN,N,0.178,0.199,Y, 120 ,Y,Y,A, 144 , -   ,24-Jul-12,NA
2ZHN,1.3,SUGARBINDINGPROTEIN,Y,0.182,0.192,Y, 20 ,N,Y,A, 145 , -   ,06-Feb-08,NA
2NRL,0.91,TRANSPORTPROTEIN,N,0.149,0.149,Y, 28 ,N,Y,A, 145 , -   ,02-Nov-06,NA
2XOM,0.95,HYDROLASE,Y,0.10458,0.1197,Y, 29 ,N,Y,A, 145 , -   ,20-Aug-10,NA
6HSA,0.92,BIOSYNTHETICPROTEIN,N,0.102,0.12,Y, 46 ,Y,Y,A, 145 , -   ,29-Sep-18,NA
3JUD,0.98,TRANSFERASE,N,0.155,0.18,Y, 50 ,N,Y,A, 145 , -   ,15-Sep-09,NA
4WVV,1.2,SUGARBINDINGPROTEIN,Y,0.153,0.166,Y, 52 ,Y,Y,A, 145 , -   ,07-Nov-14,NA
4JGL,1.3,STRUCTURALGENOMICSUNKNOWNFUNCTION,N,0.135,0.153,Y, 55 ,N,Y,A, 145 , -   ,01-Mar-13,NA
6GG1,1.3,CYTOKINE,N,0.168,0.183,Y, 84 ,N,Y,A, 145 , -   ,02-May-18,NA
3BS2,1.1,LIGANDBINDINGPROTEIN,N,0.169,0.193,Y, 32 ,N,Y,A, 146 , -   ,21-Dec-07,NA
4K12,1.1,IMMUNESYSTEM/CHOLINEBINDINGPROTEIN,N,0.155,0.17,Y, 36 ,N,Y,A, 146 , -   ,04-Apr-13,NA
4AL0,1.2,ISOMERASE,N,0.12231,0.12964,Y, 64 ,N,Y,A, 146 , -   ,29-Feb-12,NA
4YSI,1,HYDROLASE/PEPTIDE,N,0.154,0.16,N, 68 ,Y,Y,A, 146 , -   ,17-Mar-15,NA
3ZQX,1,HYDROLASE,N,0.167,0.171,Y, 78 ,N,Y,A, 146 , -   ,12-Jun-11,NA
6FSG,1.3,ELECTRONTRANSPORT,N,0.152,0.171,Y, 40 ,Y,Y,A, 147 , -   ,19-Feb-18,NA
4G78,0.92,TRANSFERASE,N,NULL,0.155,Y, 84 ,N,Y,A, 147 , -   ,20-Jul-12,NA
3F2Z,1.3,STRUCTURALGENOMICSUNKNOWNFUNCTION,N,0.155,0.175,N, 21 ,N,Y,A, 148 , -   ,30-Oct-08,NA
4ETN,1.1,HYDROLASE,N,0.156,0.173,Y, 45 ,Y,Y,A, 148 , -   ,24-Apr-12,NA
2BZV,1.1,VIRALPROTEIN,N,0.124,0.131,Y, 56 ,N,Y,A, 148 , -   ,23-Aug-05,NA
5GUI,1.2,CHAPERONE,N,NULL,0.167,Y, 72 ,N,Y,A, 148 , -   ,29-Aug-16,NA
5YOB,1.1,ELECTRONTRANSPORT,N,0.167,0.177,Y, 77 ,N,Y,A, 148 , -   ,27-Oct-17,NA
3ZFP,1.3,HYDROLASE,N,0.161,0.207,Y, 176 ,N,Y,A, 148 , -   ,12-Dec-12,NA
4LDC,1.3,METALBINDINGPROTEIN,N,0.128,0.144,Y, 40 ,Y,Y,A, 149 , -   ,24-Jun-13,NA
3WDD,1.2,CHAPERONE/ANTIMICROBIALPROTEIN,N,0.127,0.154,Y, 72 ,N,Y,A, 149 , -   ,14-Jun-13,NA
1DG6,1.3,APOPTOSIS,N,NULL,0.197,Y, 74 ,N,Y,A, 149 , -   ,23-Nov-99,NA
6ET6,1.2,ANTIMICROBIALPROTEIN,N,0.149,0.169,Y, 105 ,N,Y,A, 149 , -   ,25-Oct-17,NA
3ZN4,1.3,VIRALPROTEIN,N,0.158,0.184,Y, 110 ,N,Y,A, 149 , -   ,13-Feb-13,NA
3CE1,1.2,OXIDOREDUCTASE,N,0.15,0.166,Y, 21 ,N,Y,A, 150 , -   ,27-Feb-08,NA
1Z2U,1.1,LIGASE,N,NULL,0.149,Y, 29 ,N,Y,A, 150 , -   ,09-Mar-05,NA
3IVV,1.3,LIGASE,Y,0.18,0.199,Y, 30 ,N,Y,A, 150 , -   ,01-Sep-09,NA
4MRH,1.1,CELLADHESION/INHIBITOR,Y,0.17,0.184,Y, 38 ,N,Y,A, 150 , -   ,17-Sep-13,NA
5CVW,1.3,TOXIN,N,0.14,0.166,Y, 61 ,N,Y,A, 150 , -   ,27-Jul-15,NA
4B9C,1.2,CARBOHYDRATE-BINDINGPROTEIN,N,0.1704,0.1853,Y, 66 ,N,Y,A, 150 , -   ,04-Sep-12,NA
5VHG,1.3,PLANTPROTEIN,N,0.151,0.18,Y, 112 ,Y,Y,A, 150 , -   ,13-Apr-17,NA
5YCE,0.77,OXYGENSTORAGE,N,0.145,0.162,Y, 28 ,N,Y,A, 151 , -   ,07-Sep-17,NA
6MU0,1.1,ISOMERASE,N,0.135,0.149,Y, 45 ,N,Y,A, 151 , -   ,22-Oct-18,NA
4B97,1.3,SUGARBINDINGPROTEIN,N,0.1405,0.1564,Y, 62 ,N,Y,A, 151 , -   ,03-Sep-12,NA
3F7L,0.99,OXIDOREDUCTASE,N,0.13,0.138,Y, 71 ,N,Y,A, 151 , -   ,09-Nov-08,NA
4C6A,1.3,TRANSFERASE,N,0.1638,0.1721,Y, 85 ,N,Y,A, 151 , -   ,18-Sep-13,NA
3L1N,1.3,LIPIDBINDINGPROTEIN,Y,0.182,0.198,Y, 25 ,N,Y,A, 152 , -   ,14-Dec-09,NA
2VY8,1.2,TRANSCRIPTION,N,0.191,0.214,Y, 32 ,N,Y,A, 152 , -   ,19-Jul-08,NA
1JL1,1.3,HYDROLASE,N,NULL,0.263,N, 35 ,N,N,A, 152 , -   ,13-Jul-01,NA
2FG1,1.3,STRUCTURALGENOMICSUNKNOWNFUNCTION,N,0.169,0.181,Y, 36 ,N,Y,A, 152 , -   ,20-Dec-05,NA
4F0W,1.2,HYDROLASE,N,0.183,0.192,Y, 42 ,N,Y,A, 152 , -   ,05-May-12,NA
2RFR,1.2,UNKNOWNFUNCTION,N,0.142,0.172,Y, 43 ,N,Y,A, 152 , -   ,01-Oct-07,NA
3KFF,0.96,TRANSPORTPROTEIN,Y,NULL,0.164,Y, 48 ,N,Y,A, 152 , -   ,27-Oct-09,NA
5FA8,1.3,TRANSFERASE,Y,0.185,0.212,N, 55 ,N,Y,A, 152 , -   ,11-Dec-15,NA
5GZC,1.1,SUGARBINDINGPROTEIN,N,0.157,0.163,Y, 57 ,Y,Y,A, 152 , -   ,28-Sep-16,NA
2BK9,1.2,OXYGENTRANSPORT,N,0.102,0.134,Y, 28 ,Y,Y,A, 153 , -   ,14-Feb-05,NA
3ZUC,1,CRYSTALLINECELLULOSE-BINDINGPROTEIN,N,0.125,0.136,Y, 29 ,Y,Y,A, 153 , -   ,18-Jul-11,NA
1GWM,1.1,CARBOHYDRATEBINDINGDOMAIN,Y,0.129,0.156,Y, 42 ,N,Y,A, 153 , -   ,19-Mar-02,NA
2R0X,1.1,OXIDOREDUCTASE,N,0.143,0.17,Y, 42 ,N,Y,A, 153 , -   ,21-Aug-07,NA
5MDU,1,TRANSCRIPTION,N,NULL,0.152,Y, 44 ,N,Y,A, 153 , -   ,13-Nov-16,NA
4OXX,1.2,ELECTRONTRANSPORT,N,0.142,0.16,Y, 45 ,N,Y,A, 153 , -   ,07-Feb-14,NA
2CAL,1.1,ELECTRONTRANSPORT,N,NULL,0.17,Y, 79 ,Y,Y,A, 153 , -   ,21-Dec-05,NA
4NYQ,1.2,LIPIDBINDINGPROTEIN,N,0.146,0.192,Y, 91 ,N,Y,A, 153 , -   ,11-Dec-13,NA
1J98,1.2,SIGNALINGPROTEIN,N,0.127,0.146,Y, 95 ,N,N,A, 153 , -   ,24-May-01,NA
4YMY,1,TRANSPORTPROTEIN,N,0.124,0.136,Y, 95 ,N,Y,A, 153 , -   ,08-Mar-15,NA
6MAP,1.1,SUGARBINDINGPROTEIN/INHIBITOR,Y,0.201,0.217,Y, 38 ,N,Y,B, 154 , -   ,28-Aug-18,NA
4ZBG,1.3,TRANSFERASE,N,0.143,0.163,Y, 39 ,N,Y,A, 154 , -   ,14-Apr-15,NA
6GLH,1.2,HYDROLASE,Y,0.194,0.201,Y, 53 ,N,Y,A, 154 , -   ,23-May-18,NA
5H9N,1.3,TRANSPORTPROTEIN,Y,0.163,0.187,Y, 73 ,N,Y,A, 154 , -   ,28-Dec-15,NA
4L05,1.1,OXIDOREDUCTASE,N,0.114,0.118,Y, 83 ,Y,Y,A, 154 , -   ,30-May-13,NA
6FRE,1.2,SPLICING,N,0.176,0.188,Y, 131 ,Y,Y,A, 154 , -   ,15-Feb-18,NA
3HNY,1.1,BLOODCLOTTING,N,0.184,0.201,Y, 26 ,N,Y,M, 156 , -   ,01-Jun-09,NA
5F6E,1.1,LIGASE,N,0.155,0.17,Y, 36 ,N,Y,A, 156 , -   ,05-Dec-15,NA
6GV3,1.2,TRANSFERASE,N,0.192,0.216,Y, 46 ,N,Y,A, 156 , -   ,20-Jun-18,NA
5OTN,0.99,HYDROLASE,Y,0.121,0.133,Y, 50 ,N,Y,NA, 156 , -   ,22-Aug-17,NA
6EUW,1,RNABINDINGPROTEIN,N,0.141,0.164,Y, 67 ,N,Y,A, 156 , -   ,31-Oct-17,NA
3GA4,1.3,TRANSFERASE,N,0.155,0.187,Y, 73 ,N,Y,NA, 156 , -   ,16-Feb-09,NA
4CVR,1.1,OXIDOREDUCTASE,N,0.13534,0.16544,Y, 75 ,N,Y,A, 156 , -   ,29-Mar-14,NA
1UOW,1,GLYCOPROTEIN,N,0.16658,0.18352,Y, 37 ,N,Y,A, 157 , -   ,24-Sep-03,NA
1RUT,1.3,PROTEINBINDING,Y,0.157,0.193,Y, 50 ,N,Y,NA, 157 , -   ,11-Dec-03,NA
4PSS,0.85,OXIDOREDUCTASE,N,0.154,0.169,Y, 21 ,Y,Y,A, 158 , -   ,07-Mar-14,NA
1Y93,1,HYDROLASE,Y,0.157,0.168,Y, 39 ,Y,Y,A, 158 , -   ,14-Dec-04,NA
4X5P,1,SUGARBINDINGPROTEIN,Y,0.124,0.139,Y, 45 ,Y,Y,A, 158 , -   ,05-Dec-14,NA
6ESM,1.1,HYDROLASE,Y,0.157,0.172,Y, 47 ,N,Y,A, 158 , -   ,23-Oct-17,NA
4IAU,0.99,UNKNOWNFUNCTION,N,0.107,0.129,Y, 47 ,N,Y,A, 158 , -   ,07-Dec-12,NA
6FMC,0.9,SIGNALINGPROTEIN,Y,0.11,0.132,Y, 63 ,N,Y,A, 158 , -   ,30-Jan-18,NA
3IP0,0.89,TRANSFERASE,Y,0.128,0.128,Y, 92 ,Y,Y,NA, 158 , -   ,15-Aug-09,NA
4BK7,1.1,ALLERGEN,N,0.13656,0.17545,Y, 56 ,N,Y,A, 159 , -   ,22-Apr-13,NA
4L8A,1.2,TRANSFERASE,N,0.13,0.156,Y, 73 ,N,Y,A, 159 , -   ,16-Jun-13,NA
4M91,1.1,OXIDOREDUCTASE,N,0.138,0.16,Y, 74 ,N,Y,A, 159 , -   ,14-Aug-13,NA
3X0I,0.91,HYDROLASE,N,0.136,NULL,Y, 86 ,N,Y,A, 159 , -   ,16-Oct-14,NA
5CWH,1.3,DENOVOPROTEIN,N,0.162,0.185,Y, 101 ,Y,Y,A, 159 , -   ,28-Jul-15,NA
1SXV,1.3,HYDROLASE,N,0.155,0.169,Y, 38 ,N,Y,A, 160 , -   ,31-Mar-04,NA
4J4Z,1.3,STRUCTURALGENOMICSUNKNOWNFUNCTION,N,0.17,0.181,Y, 73 ,Y,Y,A, 160 , -   ,07-Feb-13,NA
5LP9,0.89,STRUCTURALPROTEIN,N,0.11,0.126,Y, 153 ,Y,Y,A, 160 , -   ,12-Aug-16,NA
