PDB,RES,CLASS,COMPLEX,RVALUE,RFREE,OCCUPANCY,STRUCFAC,CHAINS,RESIDUES,DATE,COMMENTS
5IK4,1.3,STRUCTURALPROTEIN,N,0.160,0.182,T,Y,A,379,03-MAR-16,NA
5ILU,1.1,DNABINDINGPROTEIN,N,0.174,0.194,T,Y,A,97,04-MAR-16,NA
5INB,1.3,HYDROLASE/PROTEINBINDING,Y,0.133,0.153,T,Y,NA,326,07-MAR-16,NA
5IVN,1,PEPTIDEBINDINGPROTEIN,Y,0.129,0.150,T,Y,A,133,21-MAR-16,NA
5IWH,1.1,HYDROLASE,N,0.140,0.169,T,Y,A,97,22-MAR-16,NA
5IWU,1.3,TRANSFERASE/ANTIBIOTIC,Y,0.159,0.171,T,Y,A,299,22-MAR-16,NA
5J1N,1.1,TRANSFERASE,N,0.162,0.179,T,Y,A,171,29-MAR-16,NA
5J4L,1.1,HYDROLASE,N,0.125,0.145,T,Y,A,226,01-APR-16,NA
5J4U,1.2,TRANSFERASE,N,0.170,0.181,F,Y,A,218,01-APR-16,NA
5J6Y,1,CELLADHESION,N,0.156,0.164,T,Y,A,188,05-APR-16,NA
5J80,1.2,CHAPERONE,N,0.180,0.191,T,Y,A,208,07-APR-16,NA
5J93,1.1,OXIDOREDUCTASE,N,0.130,0.143,T,Y,A,171,08-APR-16,NA
5JB9,1.3,HYDROLASE,Y,0.152,0.176,T,Y,E,278,13-APR-16,NA
5JDK,1,DNABINDINGPROTEIN,N,0.170,0.179,T,Y,A,104,17-APR-16,NA
5JDT,1,HYDROLASE,N,0.115,0.130,T,Y,A,164,17-APR-16,NA
5JEU,0.97,DNA,N,0.113,0.127,T,Y,A,10,19-APR-16,NA
5JEV,0.99,DNA,N,0.124,0.141,T,Y,A,10,19-APR-16,NA
5JH8,1,HYDROLASE,N,0.131,0.148,T,Y,A,304,20-APR-16,NA
5JIG,1,HYDROLASE,N,0.143,0.167,T,Y,NA,118,22-APR-16,NA
5JJ2,1.3,HYDROLASE,N,0.162,0.180,T,Y,A,211,22-APR-16,NA
5JK4,1.1,TRANSPORTPROTEIN,N,0.103,0.125,T,Y,A,372,25-APR-16,NA
5JQN,1.2,HYDROLASE,N,0.175,0.183,T,Y,A,254,05-MAY-16,NA
5JRY,1.2,OXIDOREDUCTASE,N,0.113,0.130,T,Y,A,477,06-MAY-16,NA
5JSK,0.95,OXIDOREDUCTASE,N,0.111,0.120,T,Y,A,765,08-MAY-16,NA
5JUG,0.96,HYDROLASE,N,0.123,0.141,T,Y,A,168,10-MAY-16,NA
5JXM,1.1,TRANSFERASE,N,0.179,0.211,T,Y,A,356,13-MAY-16,NA
5JZQ,0.78,DNA,N,0.138,0.143,T,Y,AB,12,17-MAY-16,NA
5K2E,1,PROTEINFIBRIL,N,0.156,0.194,F,Y,NA,6,18-MAY-16,NA
5K2F,1,PROTEINFIBRIL,N,0.222,0.242,F,Y,NA,6,18-MAY-16,NA
5K2G,1.1,PROTEINFIBRIL,N,0.190,0.224,F,Y,NA,7,18-MAY-16,NA
5K2H,1.1,PROTEINFIBRIL,N,0.178,0.186,F,Y,NA,7,18-MAY-16,NA
5K2L,1.2,HYDROLASE,N,0.141,0.180,T,Y,A,49,19-MAY-16,NA
5K34,1.1,PROTEINBINDING,N,0.174,0.191,T,Y,A,113,19-MAY-16,NA
5K7N,1.1,PROTEINFIBRIL,N,0.211,0.223,F,Y,Z,6,26-MAY-16,NA
5K8H,1.1,RNA,N,0.106,0.108,T,Y,A,2,30-MAY-16,NA
5K9B,1.2,ELECTRONTRANSPORT,N,0.150,0.168,T,Y,A,179,31-MAY-16,NA
5KAR,1.1,HYDROLASE,N,0.136,0.152,T,Y,A,412,02-JUN-16,NA
5KLA,1.1,RNA-BINDINGPROTEIN/RNA,N,0.162,0.174,T,Y,A,345,23-JUN-16,NA
5KWM,0.78,HYDROLASE,N,0.129,0.137,T,Y,A,222,18-JUL-16,NA
5L00,1.3,RNA,N,0.210,0.239,F,Y,NA,44,26-JUL-16,NA
5L0N,1.3,TRANSFERASE/TRANSFERASEINHIBITOR,N,0.168,0.182,T,Y,A,127,27-JUL-16,NA
5L4L,1.2,OXIDOREDUCTASE,Y,0.127,0.149,T,Y,A,278,25-MAY-16,NA
5L77,1.2,HYDROLASE,N,0.131,0.160,T,Y,A,458,02-JUN-16,NA
5L87,0.87,MEMBRANEPROTEIN,N,0.130,0.145,T,Y,A,62,07-JUN-16,NA
5LDG,1.3,OXIDOREDUCTASE,Y,0.120,0.146,T,Y,A,310,26-JUN-16,NA
5LFW,1.3,DNA,N,0.142,0.171,T,Y,A,7,04-JUL-16,NA
5LHW,0.91,STRUCTURALPROTEIN,N,0.135,0.139,T,Y,A,28,13-JUL-16,NA
5LIT,1.3,DNA,N,0.123,0.167,F,Y,DCAB,24,15-JUL-16,NA
5LJP,1.1,ELECTRONTRANSPORT,N,0.161,0.176,T,Y,A,168,19-JUL-16,NA
5LP9,0.89,STRUCTURALPROTEIN,N,0.110,0.126,T,Y,A,160,12-AUG-16,NA
5LS7,1.2,LYASE,Y,0.115,0.137,T,Y,A,253,22-AUG-16,NA
5LSV,1.1,METALBINDINGPROTEIN,N,0.102,0.125,T,Y,A,232,05-SEP-16,NA
5LTR,1.2,FLUORESCENTPROTEIN,N,0.159,0.184,T,Y,A,215,07-SEP-16,NA
5LVO,1.1,TRANSFERASE,Y,0.136,0.157,T,Y,A,286,14-SEP-16,NA
5LW3,1.2,ISOMERASE,N,0.145,0.160,T,Y,A,381,15-SEP-16,NA
5LY8,1.3,SUGARBINDINGPROTEIN,N,0.184,0.198,T,Y,A,230,26-SEP-16,NA
5M10,1.2,OXIDOREDUCTASE,N,0.132,0.165,T,Y,A,529,06-OCT-16,NA
5M2H,0.95,ANTIBIOTIC,Y,0.106,0.118,F,Y,AB,2,13-OCT-16,NA
5M2K,1,ANTIBIOTIC,Y,0.098,0.105,F,Y,AB,2,13-OCT-16,NA
5M2O,1.3,PROTEINBINDING,Y,0.136,0.154,T,Y,A,211,13-OCT-16,NA
5M4V,1.1,TOXIN,N,0.132,0.156,T,Y,A,57,19-OCT-16,NA
5M5Z,1.3,TRANSFERASE,N,0.124,0.141,T,Y,A,754,23-OCT-16,NA
5MAS,0.84,ANTIBIOTIC,N,0.104,0.131,F,Y,A,5,04-NOV-16,NA
5MDU,1,TRANSCRIPTION,N,NULL,0.152,T,Y,A,153,13-NOV-16,NA
5MFA,1.2,OXIDOREDUCTASE,N,0.124,0.143,T,Y,A,587,17-NOV-16,NA
5MK9,0.92,SUGARBINDINGPROTEIN,N,0.109,0.122,T,Y,A,378,02-DEC-16,NA
5MR1,1.2,SIGNALINGPROTEIN,N,0.168,0.188,T,Y,A,101,21-DEC-16,NA
5MRX,0.85,RNA,N,0.159,0.168,T,Y,A,26,28-DEC-16,NA
5MSO,1.2,OXIDOREDUCTASE,N,0.136,0.152,F,Y,A,441,05-JAN-17,NA
5MSZ,1.1,OXIDOREDUCTASE,N,0.134,0.154,T,Y,A,195,06-JAN-17,NA
5MU9,1.3,SUGARBINDINGPROTEIN,Y,0.148,0.183,T,Y,A,292,12-JAN-17,NA
5MWZ,1.3,DNABINDINGPROTEIN,Y,0.165,0.181,T,Y,A,114,20-JAN-17,NA
5MX9,1.1,TRANSFERASE,N,0.134,0.145,T,Y,A,324,22-JAN-17,NA
5N13,1.2,TRANSCRIPTION,N,0.143,0.156,F,Y,A,108,04-FEB-17,NA
5N3J,1.1,TRANSFERASE,Y,0.133,0.148,T,Y,A,337,08-FEB-17,NA
5N3V,1.1,HYDROLASE,Y,0.111,0.119,T,Y,E,316,09-FEB-17,NA
5N6F,1.1,TRANSFERASE,Y,0.137,0.153,T,Y,A,365,15-FEB-17,NA
5N9H,1,CELLADHESION,N,0.082,0.096,F,Y,ABCM,16,24-FEB-17,NA
5NAI,1.1,HYDROLASE,Y,0.131,0.141,T,Y,A,231,28-FEB-17,NA
5NAT,1.2,HYDROLASE,Y,NULL,NULL,T,Y,A,220,28-FEB-17,NA
5NFM,0.8,LIGASE,Y,0.122,0.132,T,Y,A,75,14-MAR-17,NA
5NG9,1.1,MEMBRANEPROTEIN,N,0.110,0.133,T,Y,A,263,17-MAR-17,NA
5NLU,1.2,IMMUNESYSTEM,N,0.177,0.198,T,Y,A,118,05-APR-17,NA
5NMN,0.95,ANTIMICROBIALPROTEIN,N,0.156,0.154,T,Y,A,34,06-APR-17,NA
5NOA,1.3,HYDROLASE,N,0.123,0.148,T,Y,A,354,11-APR-17,NA
5NQ0,1.1,IMMUNESYSTEM,Y,0.190,0.209,T,Y,A,383,19-APR-17,NA
5NQI,0.85,RNA,N,0.174,0.170,T,Y,A,26,20-APR-17,NA
5NQO,1.1,COPPER-BINDINGPROTEIN,N,0.126,0.145,T,Y,A,126,20-APR-17,NA
5NSA,1.3,TRANSPORTPROTEIN,N,0.146,0.179,T,Y,A,106,25-APR-17,NA
5NVG,1.1,SIGNALINGPROTEIN,N,0.131,0.167,T,Y,A,75,04-MAY-17,NA
5NW3,0.59,ELECTRONTRANSPORT,N,0.135,0.146,T,Y,A,54,04-MAY-17,NA
5NYK,1.1,OXIDOREDUCTASE,N,0.155,0.162,T,Y,A,118,11-MAY-17,NA
5O0S,1.2,HYDROLASE,N,0.140,0.163,T,Y,A,768,16-MAY-17,NA
5O0U,0.99,TOXIN,N,0.127,0.140,T,Y,A,30,17-MAY-17,NA
5O0Z,1.3,ANTIBIOTIC,Y,0.146,0.165,F,Y,AB,16,17-MAY-17,NA
5O2X,0.95,OXIDOREDUCTASE,N,0.116,0.127,T,Y,A,247,23-MAY-17,NA
5O45,0.99,CELLCYCLE,Y,0.114,0.137,T,Y,A,137,26-MAY-17,NA
5O5S,1.2,CHAPERONE,N,0.155,0.176,T,Y,A,123,02-JUN-17,NA
5OBY,1.3,CHAPERONE,Y,0.142,0.161,T,Y,A,365,29-JUN-17,NA
5OD4,1.1,UNKNOWNFUNCTION,N,0.140,0.169,T,Y,A,124,04-JUL-17,NA
5OFK,1.2,HYDROLASE,Y,0.173,0.186,T,Y,A,339,11-JUL-17,NA
5OHQ,1.1,TRANSCRIPTION,N,0.123,0.140,T,Y,A,110,17-JUL-17,NA
5OJ5,1.1,PHOTOSYNTHESIS,N,0.145,0.162,T,Y,A,316,20-JUL-17,NA
5OK4,1.3,OXIDOREDUCTASE,N,0.128,0.147,T,Y,A,344,25-JUL-17,NA
5OL4,1.3,HYDROLASE,N,0.120,0.137,T,Y,A,790,26-JUL-17,NA
5ONK,1,HYDROLASE,N,0.167,0.187,T,Y,A,202,03-AUG-17,NA
5OPF,1.1,CARBOHYDRATE,N,0.141,0.152,T,Y,A,194,09-AUG-17,NA
5OQZ,0.81,UNKNOWNFUNCTION,N,0.085,0.091,T,Y,A,18,14-AUG-17,NA
5OTN,0.99,HYDROLASE,Y,0.121,0.133,T,Y,NA,156,22-AUG-17,NA
5OUO,1.1,LIPIDBINDINGPROTEIN,N,0.150,0.167,T,Y,A,263,24-AUG-17,NA
5OXZ,1.2,SPLICING,Y,0.138,0.156,T,Y,A,123,07-SEP-17,NA
5P9J,1.1,TRANSFERASE,N,0.210,0.224,T,Y,A,263,20-SEP-16,NA
5P9V,1,TRANSFERASE,Y,0.134,0.162,T,Y,A,213,19-OCT-16,NA
5Q22,1.2,CELLCYCLE,N,0.179,0.205,T,Y,A,341,15-MAY-17,NA
5QIF,1.2,OXIDOREDUCTASE,N,0.164,0.183,T,Y,A,359,22-MAY-18,NA
5QU8,0.93,SIGNALINGPROTEIN,N,0.151,0.182,T,Y,A,58,28-JAN-20,NA
5SUI,1.3,PROTEINBINDING,N,0.130,0.162,F,Y,A,382,03-AUG-16,NA
5SV5,1,HYDROLASE,N,0.133,0.148,T,Y,A,103,04-AUG-16,NA
5SVY,1.1,TRANSCRIPTION,Y,0.123,0.147,T,Y,A,60,08-AUG-16,NA
5SZC,1.2,PEPTIDEBINDINGPROTEIN,N,0.149,0.167,T,Y,A,128,13-AUG-16,NA
5T39,1.1,TRANSFERASE,N,0.138,0.154,T,Y,A,233,25-AUG-16,NA
5TAB,1.3,TRANSCRIPTION,N,0.121,0.144,T,Y,A,53,09-SEP-16,NA
5TDA,0.79,LIGASE,Y,0.121,0.128,T,Y,A,75,19-SEP-16,NA
5TFQ,1.1,HYDROLASE,N,0.116,0.134,T,Y,A,273,26-SEP-16,NA
5TIF,0.97,HYDROLASE,N,0.123,0.137,T,Y,A,182,02-OCT-16,NA
5TNV,1,ISOMERASE,N,NULL,0.137,T,Y,A,306,14-OCT-16,NA
5TOG,1.1,SIGNALINGPROTEIN,N,0.104,0.121,T,Y,A,75,17-OCT-16,NA
5TP0,1.3,HYDROLASE/HYDROLASEINHIBITOR,Y,0.119,0.137,T,Y,A,221,19-OCT-16,NA
5TQJ,1.3,SIGNALINGPROTEIN,N,0.141,0.172,T,Y,A,124,24-OCT-16,NA
5TWT,1.3,OXIDOREDUCTASE,N,0.135,0.145,F,Y,A,291,14-NOV-16,NA
5TXJ,1.1,DENOVOPROTEIN,N,0.146,0.157,F,Y,AB,12,16-NOV-16,NA
5TZM,1.2,STRUCTURALPROTEIN,N,0.165,0.185,T,Y,A,90,21-NOV-16,NA
5U3A,0.95,HYDROLASE,N,0.110,0.121,T,Y,A,495,01-DEC-16,NA
5U5O,1.1,CELLADHESION,N,0.183,0.211,T,Y,A,287,07-DEC-16,NA
5U64,1.2,IMMUNESYSTEM,N,0.147,0.170,T,Y,B,114,07-DEC-16,NA
5U69,1.3,PROTEINBINDINGINHIBITOR,Y,0.134,0.152,T,Y,A,358,07-DEC-16,NA
5UD9,1.3,IMMUNESYSTEM,N,0.180,0.188,F,Y,H,432,23-DEC-16,NA
5UFY,1.1,TRANSFERASE,N,0.151,0.168,T,Y,A,179,06-JAN-17,NA
5UGG,1.2,HYDROLASE/INHIBITOR,N,0.165,0.176,T,Y,A,246,08-JAN-17,NA
5ULB,1.3,SUGARBINDINGPROTEIN,N,0.112,0.153,T,Y,A,331,24-JAN-17,NA
5UM2,1.1,TRANSPORTPROTEIN,N,0.122,0.139,T,Y,A,316,26-JAN-17,NA
5UQ6,1.2,HYDROLASE,Y,0.142,0.156,T,Y,A,301,06-FEB-17,NA
5UQZ,1.1,SUGARBINDINGPROTEIN,N,0.126,0.146,T,Y,A,354,08-FEB-17,NA
5UUK,1.2,APOPTOSIS,Y,0.144,0.163,T,Y,A,174,17-FEB-17,NA
5UWZ,1.3,LYASE,N,0.140,0.167,T,Y,A,219,21-FEB-17,NA
5V1K,1.2,RNA,N,NULL,0.168,F,Y,AB,20,02-MAR-17,NA
5V1L,1.2,RNA,N,NULL,0.153,T,Y,ABCD,44,02-MAR-17,NA
5V2H,1.1,RNA,N,0.137,0.157,F,Y,ABCD,24,04-MAR-17,NA
5V3N,1.3,HYDROLASE,Y,0.193,0.217,T,Y,A,142,07-MAR-17,NA
5V5C,1.3,STRUCTURALPROTEIN,N,0.224,0.266,F,Y,A,6,14-MAR-17,NA
5VHG,1.3,PLANTPROTEIN,N,0.151,0.180,T,Y,A,150,13-APR-17,NA
5VI6,1.2,HYDROLASE/HYDROLASEINHIBITOR,Y,0.122,0.143,T,Y,A,355,14-APR-17,NA
5VNY,1.1,ENDOCYTOSISPROTEINBINDING,N,0.170,0.178,F,Y,A,64,01-MAY-17,NA
5VSG,1.1,DENOVOPROTEIN,N,0.117,0.134,F,Y,A,4,11-MAY-17,NA
5VX5,1.3,VIRALPROTEIN,Y,0.154,0.167,T,Y,A,161,23-MAY-17,NA
5VXQ,1,RNADNA,N,NULL,0.160,F,Y,NA,22,23-MAY-17,NA
5W0G,1.1,RNABINDINGPROTEIN/RNA,N,0.136,0.153,T,Y,A,84,30-MAY-17,NA
5W0H,1.1,RNABINDINGPROTEIN/RNA,N,0.154,0.168,T,Y,A,80,30-MAY-17,NA
5W98,1.2,BIOSYNTHETICPROTEIN,N,0.164,0.186,T,Y,A,300,22-JUN-17,NA
5WGI,1.1,HYDROLASE/HYDROLASEINHIBITOR,N,0.107,0.126,T,Y,A,360,14-JUL-17,NA
5WHN,1.1,PROTEINFIBRIL,Y,0.136,0.160,T,Y,A,6,17-JUL-17,NA
5WHP,1,PROTEINFIBRIL,N,0.087,0.093,F,Y,A,6,17-JUL-17,NA
5WIA,1,PROTEINFIBRIL,Y,0.157,0.181,F,Y,A,6,18-JUL-17,NA
5WIQ,1.3,PROTEINFIBRIL,Y,0.153,0.168,F,Y,AB,14,19-JUL-17,NA
5WKB,1,PROTEINFIBRIL,N,0.225,0.270,F,Y,A,6,24-JUL-17,NA
5WSQ,1.1,DNA,N,0.156,0.175,F,Y,AB,16,08-DEC-16,NA
5X2E,1.3,CELLADHESION,N,0.183,0.216,F,Y,A,80,31-JAN-17,NA
5X9L,0.9,PLANTPROTEIN,N,NULL,0.129,T,Y,A,207,08-MAR-17,NA
5XBU,1,HYDROLASE,N,0.126,0.144,T,Y,A,179,21-MAR-17,NA
5XCT,1.2,IMMUNESYSTEM,N,0.154,0.185,T,Y,A,327,23-MAR-17,NA
5XCY,1.2,HYDROLASE,N,0.139,0.158,T,Y,A,358,24-MAR-17,NA
5XEC,1.1,ELECTRONTRANSPORT,N,0.176,0.197,T,Y,C,162,04-APR-17,NA
5XJZ,0.98,DNA,Y,0.124,0.131,F,Y,AB,16,04-MAY-17,NA
5XQV,0.97,ANTIFREEZEPROTEIN,N,0.130,0.158,T,Y,A,66,07-JUN-17,NA
5XSG,0.73,RNABINDINGPROTEIN,N,0.263,0.289,F,Y,A,6,14-JUN-17,NA
5XVT,0.85,TRANSFERASE,Y,0.133,0.139,T,Y,A,675,28-JUN-17,NA
5XW2,1.3,BIOSYNTHETICPROTEIN,N,0.169,0.185,F,Y,A,375,29-JUN-17,NA
5Y1F,1.3,OXIDOREDUCTASE,N,0.158,0.181,T,Y,A,311,20-JUL-17,NA
5Y4Z,1.3,HYDROLASE,Y,0.193,0.216,T,Y,A,440,06-AUG-17,NA
5Y90,1.3,TRANSFERASE,N,0.129,0.167,T,Y,A,304,22-AUG-17,NA
5YC6,1.2,HYDROLASE/HYDROLASEINHIBITOR,Y,0.198,0.228,F,Y,U,227,06-SEP-17,NA
5YCE,0.77,OXYGENSTORAGE,N,0.145,0.162,T,Y,A,151,07-SEP-17,NA
5YDE,1,TRANSCRIPTION,N,0.120,0.139,T,Y,A,111,13-SEP-17,NA
5YH4,1.3,HYDROLASEINHIBITOR,N,0.175,0.188,T,Y,A,179,27-SEP-17,NA
5YOB,1.1,ELECTRONTRANSPORT,N,0.167,0.177,T,Y,A,148,27-OCT-17,NA
5YSX,1.2,CELLADHESION,N,0.155,0.167,T,Y,A,309,16-NOV-17,NA
5YVK,1.3,TRANSFERASE,N,0.166,0.187,T,Y,A,198,26-NOV-17,NA
5Z37,1.3,HYDROLASE,N,0.157,0.179,T,Y,A,246,05-JAN-18,NA
5Z3E,1.1,HYDROLASE,N,0.108,0.118,T,Y,A,371,05-JAN-18,NA
5Z42,1.3,DNABINDINGPROTEIN,N,0.191,0.204,F,Y,A,102,10-JAN-18,NA
5Z95,1.2,HYDROLASE,N,0.130,0.143,T,Y,A,268,02-FEB-18,NA
5ZAT,1.1,DNA,N,0.157,0.181,F,Y,AB,18,08-FEB-18,NA
5ZCK,1.3,PROTEINFIBRIL,N,0.139,0.153,F,Y,NA,4,18-FEB-18,NA
5ZGL,0.95,RNABINDINGPROTEIN,N,0.102,0.121,F,Y,NA,14,09-MAR-18,NA
5ZHZ,1.2,DNABINDINGPROTEIN,N,0.140,0.159,F,Y,A,252,13-MAR-18,NA
5ZIM,1.3,PROTONTRANSPORT,N,NULL,0.148,T,Y,A,228,16-MAR-18,NA
5ZRC,1.1,HYDROLASE,N,0.144,0.172,T,Y,A,124,24-APR-18,NA
5ZRQ,1.1,HYDROLASE,N,0.122,0.142,T,Y,A,262,25-APR-18,NA
5ZW7,1.3,BIOSYNTHETICPROTEIN,Y,0.114,0.127,T,Y,A,383,14-MAY-18,NA
5ZX8,1,HYDROLASE,N,0.129,0.143,T,Y,A,186,18-MAY-18,NA
5ZXE,1.3,CELLCYCLE,N,0.172,0.201,T,Y,NA,130,19-MAY-18,NA
6A9S,1.2,VIRALPROTEIN,N,0.108,0.130,T,Y,A,342,16-JUL-18,NA
6AFM,1.3,HYDROLASE,N,0.151,0.168,T,Y,A,268,08-AUG-18,NA
6AID,1.3,HYDROLASE,N,0.135,0.165,F,Y,A,261,22-AUG-18,NA
6ANM,0.64,DENOVOPROTEIN,N,0.086,0.090,F,Y,A,0,14-AUG-17,NA
6ANN,0.76,DENOVOPROTEIN,N,0.144,0.157,F,Y,ABCDE,0,14-AUG-17,NA
6AO9,1.1,LYASE,N,0.188,0.195,T,Y,A,171,15-AUG-17,NA
6APO,1.2,IMMUNESYSTEM,N,0.149,0.173,T,Y,A,116,17-AUG-17,NA
6AQT,1.1,DNA,N,0.195,0.231,T,Y,ABCDEF,36,21-AUG-17,NA
6AQV,1.3,DNA,N,0.132,0.147,F,Y,ABCDEF,36,21-AUG-17,NA
6AQW,1.3,DNA,N,0.169,0.184,T,Y,ABCDEFGH,48,21-AUG-17,NA
6AR0,1.1,SIGNALINGPROTEIN,N,0.164,0.179,F,Y,A,138,21-AUG-17,NA
6AT0,1.3,TRANSCRIPTION,N,0.242,0.260,T,Y,A,57,27-AUG-17,NA
6AT8,1.1,LIPIDBINDINGPROTEIN,N,0.127,0.149,T,Y,A,133,28-AUG-17,NA
6AVX,1.3,HYDROLASE,N,0.151,0.166,T,Y,A,208,04-SEP-17,NA
6AXZ,0.75,PROTEINFIBRIL,N,0.243,0.246,F,Y,A,9,07-SEP-17,NA
6B00,0.9,LYASE,N,0.121,0.144,T,Y,A,263,13-SEP-17,NA
6B17,1.3,DENOVOPROTEIN,N,0.133,0.148,T,Y,ABEFDC,72,17-SEP-17,NA
6B26,1.2,PROTEINBINDING,N,0.153,0.169,T,Y,A,117,19-SEP-17,NA
6B8F,1.1,OXIDOREDUCTASE,N,0.092,0.103,T,Y,A,172,07-OCT-17,NA
6BG3,1.1,HYDROLASELIGASE/INHIBITOR,N,0.157,0.174,T,Y,A,366,27-OCT-17,NA
6BGY,1.2,OXIDOREDUCTASE/INHIBITOR,N,0.167,0.193,T,Y,A,297,29-OCT-17,NA
6BHD,1.3,TRANSFERASE,N,0.149,0.183,T,Y,A,227,30-OCT-17,NA
6BIO,1.2,HYDROLASE,N,0.165,0.192,T,Y,NA,278,02-NOV-17,NA
6BN3,1.3,HYDROLASE,N,0.169,0.214,T,Y,A,267,16-NOV-17,NA
6BO0,1.2,OXIDOREDUCTASE,N,0.124,0.155,T,Y,A,198,17-NOV-17,NA
6BQA,1,GENEREGULATION,Y,0.163,0.171,F,Y,A,102,27-NOV-17,NA
6BTK,1.1,PROTEINFIBRIL,N,0.141,0.162,F,Y,A,9,06-DEC-17,NA
6BWZ,1.1,PROTEINFIBRIL,Y,0.143,0.165,F,Y,A,6,15-DEC-17,NA
6BXD,1.1,IMMUNESYSTEM,N,0.177,0.179,T,Y,A,192,18-DEC-17,NA
6BXV,1.1,PROTEINFIBRIL,Y,0.138,0.148,F,Y,A,8,19-DEC-17,NA
6BXX,1.1,PROTEINFIBRIL,Y,0.064,0.087,F,Y,A,6,19-DEC-17,NA
6BZM,0.9,PROTEINFIBRIL,Y,0.230,0.264,F,Y,AB,16,24-DEC-17,NA
6BZP,1.1,PROTEINFIBRIL,Y,0.223,0.255,T,Y,AB,12,25-DEC-17,NA
6C1X,1.1,ISOMERASE,N,0.144,0.172,T,Y,A,127,05-JAN-18,NA
6C1Z,1.3,LIPIDBINDINGPROTEIN,N,0.191,0.210,F,Y,A,138,05-JAN-18,NA
6C3T,1,PROTEINFIBRIL,N,0.111,0.124,F,Y,AB,12,10-JAN-18,NA
6C4Q,1.2,TRANSPORTPROTEIN,N,0.130,0.145,T,Y,A,82,12-JAN-18,NA
6CAF,1.3,PLANTPROTEIN,N,0.097,0.128,T,Y,A,288,30-JAN-18,NA
6CAX,1.3,HYDROLASE/HYDROLASEINHIBITOR,Y,0.160,0.171,T,Y,A,300,01-FEB-18,NA
6CB9,1.1,PROTEINFIBRIL,Y,0.199,0.243,T,Y,A,6,02-FEB-18,NA
6CBU,1.2,TRANSPORTPROTEIN,N,0.144,0.153,T,Y,A,96,05-FEB-18,NA
6CEW,1.2,PROTEINFIBRIL,Y,0.199,0.218,T,Y,AB,12,12-FEB-18,NA
6CF4,0.75,PROTEINFIBRIL,N,0.235,0.251,T,Y,A,5,13-FEB-18,NA
6CKP,1.1,ELECTRONTRANSPORT,N,0.142,0.161,T,Y,A,119,28-FEB-18,NA
6CLC,1,PROTEINFIBRIL,N,0.176,0.159,F,Y,A,7,02-MAR-18,NA
6CLD,1,PROTEINFIBRIL,N,0.220,0.213,F,Y,A,7,02-MAR-18,NA
6CLE,1,PROTEINFIBRIL,N,0.245,0.244,F,Y,A,7,02-MAR-18,NA
6CLF,1.1,PROTEINFIBRIL,N,0.268,0.293,F,Y,A,7,02-MAR-18,NA
6CLI,1,PROTEINFIBRIL,N,0.192,0.196,F,Y,A,7,02-MAR-18,NA
6CLJ,1,PROTEINFIBRIL,N,0.204,0.196,F,Y,A,7,02-MAR-18,NA
6CLK,1,PROTEINFIBRIL,N,0.261,0.267,F,Y,A,7,02-MAR-18,NA
6CLL,1,PROTEINFIBRIL,N,0.249,0.280,F,Y,A,7,02-MAR-18,NA
6CLM,1,PROTEINFIBRIL,N,0.231,0.255,F,Y,A,7,02-MAR-18,NA
6CLN,1.1,PROTEINFIBRIL,N,0.217,0.221,F,Y,A,7,02-MAR-18,NA
6CLO,1.1,PROTEINFIBRIL,N,0.266,0.268,F,Y,A,7,02-MAR-18,NA
6CLP,1.2,PROTEINFIBRIL,N,0.243,0.277,F,Y,A,7,02-MAR-18,NA
6CLQ,1.2,PROTEINFIBRIL,N,0.238,0.262,F,Y,A,7,02-MAR-18,NA
6CNW,0.92,IMMUNESYSTEM,N,0.126,0.139,T,Y,A,116,09-MAR-18,NA
6CQ3,1.3,DNA,N,0.151,0.189,F,Y,AB,24,14-MAR-18,NA
6CWK,1.3,IMMUNESYSTEM,N,0.156,0.176,T,Y,A,129,30-MAR-18,NA
6CWM,1.1,SUGARBINDINGPROTEIN,N,0.132,0.159,T,Y,A,171,30-MAR-18,NA
6DCM,1,BLOODCLOTTING,N,0.142,0.157,T,Y,A,85,07-MAY-18,NA
6DDM,1.3,IMMUNESYSTEM,N,0.189,0.205,T,Y,A,514,10-MAY-18,NA
6DF4,1.3,TRANSCRIPTION/INHIBITOR,Y,0.172,0.187,T,Y,A,134,14-MAY-18,NA
6DGA,1.2,UNKNOWNFUNCTION,N,0.164,0.193,T,Y,A,95,17-MAY-18,NA
6DIX,1,PROTEINFIBRIL,N,0.105,0.125,T,Y,ABCD,24,23-MAY-18,NA
6DIY,0.9,PROTEINFIBRIL,N,0.099,0.120,T,Y,A,5,24-MAY-18,NA
6DJ0,1.3,PROTEINFIBRIL,N,0.186,0.218,T,Y,NA,12,24-MAY-18,NA
6DKY,1.2,UNKNOWNFUNCTION,N,0.199,0.223,F,Y,AB,16,31-MAY-18,NA
6DKZ,0.99,PLANTPROTEIN,N,0.173,0.174,F,Y,A,8,31-MAY-18,NA
6DL0,1.2,PLANTPROTEIN,N,0.121,0.126,F,Y,A,8,31-MAY-18,NA
6DL1,1,PLANTPROTEIN,N,0.194,0.211,F,Y,A,8,31-MAY-18,NA
6DOP,1.3,HYDROLASE/DNA/RNA,Y,0.163,0.178,T,Y,A,147,09-JUN-18,NA
6DQH,1.1,HYDROLASE,N,0.179,0.196,T,Y,A,250,11-JUN-18,NA
