PDB,RES,CLASS,COMPLEX,RVALUE,RFREE,STRUCFAC,CHAINS,DATE,COMMENTS
4CNX,1.2,LYASE,N,0.112,0.147,Y,A,25-JAN-14,NA
4CO3,1.1,SIGNALINGPROTEIN,N,0.171,0.199,Y,AB,25-JAN-14,NA
4CO8,1.1,TRANSCRIPTION,N,0.11727,0.13201,Y,A,27-JAN-14,NA
4CQH,1.1,FLUORESCENTPROTEIN,N,0.13825,0.15996,Y,A,17-FEB-14,NA
4CRG,1.3,HYDROLASE,N,0.1764,0.1951,Y,A,26-FEB-14,NA
4CT2,1.3,TRANSFERASE,N,0.1939,0.2256,Y,A,11-MAR-14,NA
4CVR,1.1,OXIDOREDUCTASE,N,0.13534,0.16544,Y,A,29-MAR-14,NA
4CXP,1.2,HYDROLASE,N,0.11947,0.13444,Y,A,08-APR-14,NA
4CZ5,1,CELLCYCLE,N,0.159,0.178,Y,ABCD,16-APR-14,NA
4CZQ,1.2,OXIDOREDUCTASE,N,0.1514,0.1619,Y,A,21-APR-14,NA
4D0Q,1.2,LYASE,N,0.129,0.159,Y,A,29-APR-14,NA
4D1T,1.3,HYDROLASE,N,0.1315,0.1483,Y,A,05-MAY-14,NA
4D3P,1.3,HYDROLASE,N,0.15624,0.17762,Y,A,23-OCT-14,NA
4D4C,1.3,HYDROLASE,Y,0.17697,0.20949,Y,AB,27-OCT-14,NA
4D4X,1.3,ELECTRONTRANSPORT,Y,0.171,0.214,Y,A,31-OCT-14,NA
4D5M,0.85,HORMONE,N,0.080,0.087,Y,ABCD,05-NOV-14,NA
4D6G,1.2,HYDROLASE,N,0.118,0.133,Y,A,11-NOV-14,NA
4D8B,1.1,HYDROLASE,N,0.145,0.160,Y,A,10-JAN-12,NA
4DD5,1.3,TRANSFERASE,N,0.118,0.135,Y,A,18-JAN-12,NA
4DP9,1,ELECTRONTRANSPORT,N,0.122,0.144,Y,X,13-FEB-12,NA
4DPZ,1.3,TRANSFERASE,N,0.151,0.179,Y,X,14-FEB-12,NA
4DQE,1.3,HYDROLASE/HYDROLASEINHIBITOR,Y,0.204,0.219,Y,AB,15-FEB-12,NA
4DQJ,1.2,HYDROLASE,Y,0.152,0.170,Y,AB,16-FEB-12,NA
4DT5,1.1,ANTIFREEZEPROTEIN,N,0.138,0.161,Y,AB,20-FEB-12,NA
4DUI,1.2,DENOVOPROTEIN,Y,0.125,0.149,Y,A,22-FEB-12,NA
4DUQ,1.3,METALBINDINGPROTEIN,N,0.138,0.168,Y,AB,22-FEB-12,NA
4DVC,1.2,OXIDOREDUCTASE,N,0.120,0.139,Y,A,23-FEB-12,NA
4DXK,1.3,ISOMERASE,N,0.155,0.169,Y,NA,27-FEB-12,NA
4DXZ,1.3,HYDROLASEINHIBITOR,N,0.142,0.171,Y,A,28-FEB-12,NA
4DY4,1.2,TRANSCRIPTION,N,0.150,0.171,Y,AC,28-FEB-12,NA
4E0K,0.97,PROTEINFIBRIL,N,0.114,0.131,Y,ABCD,04-MAR-12,NA
4E1Q,1.3,ISOMERASE,N,0.178,0.185,Y,A,06-MAR-12,NA
4E1U,0.92,DNA,N,0.140,0.149,Y,AB,07-MAR-12,NA
4E2B,1.3,OXIDOREDUCTASE,N,0.147,0.171,Y,A,08-MAR-12,NA
4E2V,1.2,TRANSFERASE/TRANSFERASEINHIBITOR,Y,0.139,0.153,Y,A,09-MAR-12,NA
4E3X,1.2,OXIDOREDUCTASE,N,0.156,0.180,Y,NA,10-MAR-12,NA
4E3Y,0.95,HYDROLASE,N,0.131,0.145,Y,AB,11-MAR-12,NA
4E46,1.3,HYDROLASE,N,0.113,NULL,Y,A,12-MAR-12,NA
4E8S,1.2,DNA,N,0.104,0.129,Y,A,20-MAR-12,NA
4E97,1.3,HYDROLASE,N,0.143,0.166,Y,AB,20-MAR-12,NA
4E9S,1.1,METALBINDINGPROTEIN,N,NULL,NULL,Y,A,21-MAR-12,NA
4E9X,1.1,METALBINDINGPROTEIN,N,NULL,NULL,Y,ABC,21-MAR-12,NA
4EA9,0.9,TRANSFERASE,Y,0.139,0.155,Y,A,22-MAR-12,NA
4EBG,1.2,UNKNOWNFUNCTION,N,0.138,0.167,Y,AB,23-MAR-12,NA
4EET,1.2,SIGNALINGPROTEINFLAVOPROTEIN,N,0.202,0.211,Y,BD,28-MAR-12,NA
4EEW,1.3,CHAPERONE,N,0.185,0.200,Y,AB,28-MAR-12,NA
4EGU,0.95,STRUCTURALGENOMICSUNKNOWNFUNCTION,N,0.137,0.152,Y,AB,01-APR-12,NA
4EIC,0.84,ELECTRONTRANSPORT,N,0.106,0.127,Y,A,05-APR-12,NA
4EID,1.1,ELECTRONTRANSPORT,N,0.139,0.176,Y,A,05-APR-12,NA
4EIE,1,ELECTRONTRANSPORT,N,0.137,0.163,Y,A,05-APR-12,NA
4EIF,1,ELECTRONTRANSPORT,N,0.120,0.145,Y,A,05-APR-12,NA
4EIH,1.2,TRANSFERASE,N,0.161,0.181,Y,A,05-APR-12,NA
4EIR,1.1,OXIDOREDUCTASE,N,0.133,0.149,Y,AB,05-APR-12,NA
4EJD,1.1,HYDROLASE/HYDROLASEINHIBITOR,N,0.147,0.176,Y,AB,06-APR-12,NA
4EKF,0.98,HYDROLASE,N,0.135,0.168,Y,A,09-APR-12,NA
4EL4,1.2,HYDROLASE,N,0.169,0.202,Y,A,10-APR-12,NA
4EMN,1.2,HYDROLASE,Y,0.150,0.188,Y,ABCD,12-APR-12,NA
4EOD,1.3,OXIDOREDUCTASE,N,0.166,0.188,Y,A,13-APR-12,NA
4EOE,1.2,OXIDOREDUCTASE,N,0.150,0.171,Y,A,13-APR-12,NA
4EP4,1.3,HYDROLASE,N,0.155,0.191,Y,AB,17-APR-12,NA
4ERC,1.1,HYDROLASE,N,0.129,0.145,Y,AB,19-APR-12,NA
4ES1,1.1,HYDROLASE,N,0.158,0.164,Y,A,21-APR-12,NA
4ESP,1.1,ALLERGEN,N,0.169,0.183,Y,A,23-APR-12,NA
4ETN,1.1,HYDROLASE,N,0.156,0.173,Y,A,24-APR-12,NA
4EUO,1.3,TRANSPORTPROTEIN,N,0.166,0.181,Y,A,25-APR-12,NA
4EUZ,1.1,HYDROLASE/ANTIBIOTIC,N,0.115,0.138,Y,A,25-APR-12,NA
4EX6,1.3,HYDROLASE,N,0.121,0.153,Y,A,30-APR-12,NA
4EXK,1.3,TRANSPORTPROTEIN,N,0.143,0.178,Y,NA,30-APR-12,NA
4EZ8,1.2,TRANSFERASE/TRANSFERASEINHIBITOR,Y,0.108,0.130,Y,A,02-MAY-12,NA
4EZF,1.2,METALBINDINGPROTEIN,N,0.165,0.167,Y,AB,02-MAY-12,NA
4EZI,1.1,UNKNOWNFUNCTION,N,0.137,0.157,Y,A,02-MAY-12,NA
4F06,1.3,TRANSPORTPROTEIN,N,0.123,0.143,Y,A,03-MAY-12,NA
4F0W,1.2,HYDROLASE,N,0.183,0.192,Y,A,05-MAY-12,NA
4F14,1.2,ACTIN-BINDINGPROTEIN/PEPTIDE,Y,0.145,0.171,Y,A,06-MAY-12,NA
4F1V,0.88,PHOSPHATE-BINDINGPROTEIN,N,0.126,0.140,Y,A,07-MAY-12,NA
4F4N,1.3,DNA,N,0.155,0.181,Y,AC,10-MAY-12,NA
4F5Z,1.2,HYDROLASE,N,0.122,0.155,Y,A,14-MAY-12,NA
4F98,1.3,STRUCTURALGENOMICSUNKNOWNFUNCTION,N,0.145,0.169,Y,A,18-MAY-12,NA
4FCF,1.1,HYDROLASE/HYDROLASEINHIBITOR,N,0.124,0.150,Y,A,24-MAY-12,NA
4FCH,1.3,CARBOHYDRATE-BINDINGPROTEIN,N,0.165,0.177,Y,AB,24-MAY-12,NA
4FGL,1.2,OXIDOREDUCTASE/OXIDOREDUCTASEINHIBITOR04-JUN-12,Y,0.160,0.173,Y,ABCD,4FGL,NA
4FK9,1.1,HYDROLASE,N,0.119,0.132,Y,A,13-JUN-12,NA
4FKB,1.2,HYDROLASE,N,0.129,0.165,Y,AB,13-JUN-12,NA
4FN7,1.3,ISOMERASE,N,0.150,0.183,Y,ABC,19-JUN-12,NA
4FP6,1.3,DNA,N,0.191,0.221,Y,A,21-JUN-12,NA
4FR9,1.2,UNKNOWNFUNCTION,N,0.147,0.172,Y,A,26-JUN-12,NA
4FRU,1.1,ISOMERASE,N,0.117,0.139,Y,A,26-JUN-12,NA
4FRV,1.1,ISOMERASE,N,0.120,0.138,Y,A,26-JUN-12,NA
4FS5,1.3,DNA,N,0.213,0.264,Y,AB,26-JUN-12,NA
4FS6,1.3,DNA,N,0.195,0.230,Y,A,27-JUN-12,NA
4FS7,1.2,PROTEINBINDING,N,0.132,0.157,Y,A,27-JUN-12,NA
4FUU,1.3,HYDROLASE,N,0.120,0.157,Y,A,28-JUN-12,NA
4FWB,1.3,HYDROLASE,N,0.136,0.166,Y,A,30-JUN-12,NA
4FZP,1.3,UNKNOWNFUNCTION,Y,0.180,0.188,Y,AB,06-JUL-12,NA
4G13,0.8,ANTIBIOTIC,N,0.078,0.081,Y,A,10-JUL-12,NA
4G14,1.1,ANTIBIOTIC,N,0.123,0.171,Y,A,10-JUL-12,NA
4G3B,1.2,DENOVOPROTEIN,N,0.178,0.187,Y,AB,13-JUL-12,NA
4G78,0.92,TRANSFERASE,N,NULL,0.155,Y,A,20-JUL-12,NA
4G8C,1.1,HYDROLASE,N,0.136,0.158,Y,AB,23-JUL-12,NA
4G9E,1.1,HYDROLASE,Y,0.129,0.152,Y,AB,23-JUL-12,NA
4G9S,0.95,HYDROLASE/HYDROLASEINHIBITOR,Y,0.129,0.136,Y,A,24-JUL-12,NA
4GA0,1.1,TRANSPORTPROTEIN,N,0.216,0.239,Y,A,24-JUL-12,NA
4GA1,1.1,TRANSPORTPROTEIN,N,0.195,0.223,Y,A,24-JUL-12,NA
4GA2,0.95,TRANSPORTPROTEIN,N,0.178,0.199,Y,A,24-JUL-12,NA
4GBU,1.2,OXIDOREDUCTASE,Y,0.102,0.121,Y,A,28-JUL-12,NA
4GDA,1,BIOTIN-BINDINGPROTEIN,N,0.120,0.143,Y,AB,31-JUL-12,NA
4GES,1.2,FLUORESCENTPROTEIN,N,0.164,0.188,Y,B,02-AUG-12,NA
4GEV,1.3,TRANSFERASE,Y,0.128,0.151,Y,AB,02-AUG-12,NA
4GF6,1.1,FLUORESCENTPROTEIN,N,0.167,0.179,Y,B,03-AUG-12,NA
4GG1,1.1,LYASE,N,0.140,0.156,Y,A,04-AUG-12,NA
4GHO,1.1,HYDROLASE,N,0.098,0.117,Y,AB,08-AUG-12,NA
4GIE,1.3,OXIDOREDUCTASE,N,0.120,0.136,Y,A,08-AUG-12,NA
4GJZ,1,OXIDOREDUCTASE,Y,0.147,0.163,Y,A,10-AUG-12,NA
4GKC,1.3,TRANSPORTPROTEIN,N,0.189,0.225,Y,AB,10-AUG-12,NA
4GM0,1.1,LYASE,N,0.138,0.151,Y,A,15-AUG-12,NA
4GM1,1.3,LYASE,N,0.139,0.160,Y,A,15-AUG-12,NA
4GM4,1.3,LYASE,N,0.139,0.159,Y,A,15-AUG-12,NA
4GMQ,1.3,RIBOSOME-BINDINGPROTEIN,N,0.153,0.188,Y,A,16-AUG-12,NA
4GMU,1.2,LYASE,Y,0.172,0.196,Y,A,16-AUG-12,NA
4GNR,1,TRANSPORTPROTEIN,N,0.127,0.147,Y,NA,17-AUG-12,NA
4GNU,1.1,HYDROLASE,N,0.157,0.172,Y,AB,17-AUG-12,NA
4GOG,1.1,HYDROLASE/ANTIBIOTIC,Y,0.150,0.168,Y,AB,20-AUG-12,NA
4GP9,1.1,LYASE,N,0.138,0.150,Y,A,20-AUG-12,NA
4GQ4,1.3,TRANSCRIPTION/TRANSCRIPTIONINHIBITOR,N,0.151,0.182,Y,A,22-AUG-12,NA
4GQM,1.3,UNKNOWNFUNCTION,N,0.159,0.173,Y,A,23-AUG-12,NA
4GRJ,1.1,TRANSPORTPROTEIN,Y,0.162,0.185,Y,AB,24-AUG-12,NA
4GS3,1.1,DNABINDINGPROTEIN,N,0.154,NULL,Y,A,27-AUG-12,NA
4GVQ,1.3,HYDROLASE,N,0.135,0.160,Y,ABC,31-AUG-12,NA
4GWB,1.2,OXIDOREDUCTASE,N,0.160,0.180,Y,A,01-SEP-12,NA
4GXW,1.3,HYDROLASE,N,0.161,0.181,Y,AB,04-SEP-12,NA
4GZC,1.3,ENDOCYTOSISLIPIDBINDINGPROTEIN,N,0.213,0.231,Y,A,06-SEP-12,NA
4GZN,0.99,TRANSCRIPTION/DNA,Y,0.132,0.140,Y,A,06-SEP-12,NA
4H27,1.3,LYASE,N,0.146,0.168,Y,A,12-SEP-12,NA
4H3U,1.1,STRUCTURALGENOMICSUNKNOWNFUNCTION,N,0.129,0.143,Y,AB,14-SEP-12,NA
4H4I,1.3,OXIDOREDUCTASE,Y,0.126,0.146,Y,A,17-SEP-12,NA
4H4N,1.1,UNKNOWNFUNCTION,N,0.147,0.182,Y,A,17-SEP-12,NA
4H7P,1.3,OXIDOREDUCTASE,N,0.153,0.178,Y,AB,20-SEP-12,NA
4H7W,1.1,UNKNOWNFUNCTION,N,0.133,0.154,Y,A,21-SEP-12,NA
4H8E,1.3,TRANSFERASE/TRANSFERASEINHIBITOR,Y,0.175,0.194,Y,A,22-SEP-12,NA
4HCJ,1.1,HYDROLASE,N,0.116,0.127,Y,A,30-SEP-12,NA
4HCS,1.3,SIGNALINGPROTEIN,N,0.184,0.206,Y,A,01-OCT-12,NA
4HE6,1.1,UNKNOWNFUNCTION,N,0.123,0.163,Y,A,03-OCT-12,NA
4HEQ,1.3,ELECTRONTRANSPORT,N,0.181,0.211,Y,AB,04-OCT-12,NA
4HGU,0.98,HYDROLASEINHIBITOR,N,0.106,0.129,Y,A,08-OCT-12,NA
4HI7,1.3,UNKNOWNFUNCTION,N,0.201,0.228,Y,AB,11-OCT-12,NA
4HIF,0.85,DNA,Y,0.092,0.113,Y,AB,11-OCT-12,NA
4HIG,0.75,DNA,Y,0.071,0.081,Y,AB,11-OCT-12,NA
4HIL,1.3,ELECTRONTRANSPORT,N,0.138,0.152,Y,AB,11-OCT-12,NA
4HIQ,1.2,HORMONEBINDINGPROTEIN/INHIBITOR,Y,0.161,0.186,Y,AB,11-OCT-12,NA
4HJB,1.3,UNKNOWNFUNCTION,N,0.142,0.191,Y,CABD,12-OCT-12,NA
4HK8,1.2,HYDROLASE,Y,0.112,0.127,Y,A,15-OCT-12,NA
4HKL,1.1,HYDROLASE,Y,0.120,0.129,Y,A,15-OCT-12,NA
4HM8,1.3,OXIDOREDUCTASE/OXIDOREDUCTASEINHIBITOR17-OCT-12,N,0.171,0.194,Y,A,4HM8,NA
4HNO,0.92,HYDROLASE,N,0.126,0.139,Y,A,20-OCT-12,NA
4HP2,0.64,ANTIBIOTIC,N,0.076,NULL,Y,AB,23-OCT-12,NA
4HP7,1.1,ANTIBIOTIC,N,NULL,0.216,Y,ABCD,23-OCT-12,NA
4HQZ,1.2,OXIDOREDUCTASE,N,0.156,0.176,Y,AB,26-OCT-12,NA
4HRO,1.1,PROTEINBINDING,N,0.140,0.166,Y,AB,28-OCT-12,NA
4HRR,1.3,OXYGENTRANSPORT,N,0.139,0.174,Y,ACEG,28-OCT-12,NA
4HSX,1.1,OXIDOREDUCTASE,N,0.127,0.150,Y,AB,31-OCT-12,NA
4HUA,1.1,OXIDOREDUCTASE,N,0.160,0.172,Y,A,02-NOV-12,NA
4HVU,0.98,SIGNALINGPROTEIN/PEPTIDE,Y,0.146,0.160,Y,A,07-NOV-12,NA
4HVW,0.98,SIGNALINGPROTEIN/PEPTIDE,Y,0.134,0.141,Y,A,07-NOV-12,NA
4HY4,1.2,LIGASE/LIGASEINHIBITOR,N,0.153,0.170,Y,AB,12-NOV-12,NA
4HY7,1.2,ISOMERASE/INHIBITOR,N,0.187,0.204,Y,A,13-NOV-12,NA
4HZ8,1.1,HYDROLASE,N,0.136,0.161,Y,A,14-NOV-12,NA
4I07,1.3,HYDROLASE,N,0.139,0.177,Y,A,16-NOV-12,NA
4I1G,1.3,DNA,N,0.209,0.217,Y,A,20-NOV-12,NA
4I2U,1.3,OXIDOREDUCTASE,N,0.142,0.166,Y,A,23-NOV-12,NA
4I3B,1.2,FLUORESCENTPROTEIN,N,0.131,0.159,Y,ABCDEF,26-NOV-12,NA
4I4O,1.1,SUGARBINDINGPROTEIN,N,0.151,0.160,Y,AB,28-NOV-12,NA
4I5U,1.2,HYDROLASE,N,0.143,0.158,Y,A,29-NOV-12,NA
4I62,1.1,TRANSPORTPROTEIN,N,0.166,0.179,Y,NA,29-NOV-12,NA
4I66,1.3,STRUCTURALGENOMICSUNKNOWNFUNCTION,N,0.160,0.198,Y,A,29-NOV-12,NA
4I71,1.3,HYDROLASE/HYDROLASEINHIBITOR,N,0.127,0.147,Y,A,30-NOV-12,NA
4I7W,1.3,BIOSYNTHETICPROTEIN,N,0.172,0.186,Y,AB,01-DEC-12,NA
4I8H,0.75,HYDROLASE,N,0.102,0.111,Y,A,03-DEC-12,NA
4I9V,1,DNA,N,0.161,0.182,Y,AB,05-DEC-12,NA
4IAU,0.99,UNKNOWNFUNCTION,N,0.107,0.129,Y,A,07-DEC-12,NA
4ID0,1.1,TRANSFERASE,N,0.159,0.172,Y,AB,11-DEC-12,NA
4ID4,1.1,HYDROLASE,N,0.116,0.138,Y,A,11-DEC-12,NA
4IEU,1.3,OXIDOREDUCTASE,N,0.148,0.176,Y,A,13-DEC-12,NA
4IGI,1.2,CELLADHESION,N,0.121,0.148,Y,A,17-DEC-12,NA
4IHK,1.2,CELLADHESION,N,0.140,0.166,Y,A,19-DEC-12,NA
4IHM,1.3,HYDROLASE,N,0.141,0.148,Y,A,19-DEC-12,NA
4III,1,DNA,N,0.101,0.114,Y,A,20-DEC-12,NA
4IIL,1.3,MEMBRANEPROTEIN,N,0.122,0.153,Y,A,20-DEC-12,NA
4IIY,1.2,HYDROLASE,Y,0.164,0.175,Y,AB,20-DEC-12,NA
4INC,1.2,HYDROLASE,N,0.161,0.178,Y,NA,04-JAN-13,NA
4INW,1.1,PHEROMONE-BINDINGPROTEIN,Y,0.161,0.183,Y,A,07-JAN-13,NA
4IPM,1.1,HYDROLASE,N,0.123,0.155,Y,A,10-JAN-13,NA
4IQB,1.1,TRANSFERASE,N,0.115,0.139,Y,AB,11-JAN-13,NA
4ITK,1.2,ELECTRONTRANSPORT,N,0.110,0.147,Y,A,18-JAN-13,NA
4IUS,1.3,TRANSFERASE,N,0.130,0.156,Y,A,21-JAN-13,NA
4IVV,1.1,HYDROLASE,N,0.142,0.157,Y,A,23-JAN-13,NA
4IZX,1.1,SUGARBINDINGPROTEIN,Y,0.109,0.132,Y,A,30-JAN-13,NA
4J20,1.3,OXIDOREDUCTASE,N,0.151,0.170,Y,AB,04-FEB-13,NA
4J42,1.3,UNKNOWNFUNCTION,N,0.163,0.174,Y,AB,06-FEB-13,NA
4J44,1.3,APOPTOSIS,N,0.174,0.193,Y,AC,06-FEB-13,NA
4J4Z,1.3,STRUCTURALGENOMICSUNKNOWNFUNCTION,N,0.170,0.181,Y,A,07-FEB-13,NA
4J5K,1.2,HYDROLASE,N,0.106,0.136,Y,AB,08-FEB-13,NA
4J5R,1.3,HYDROLASE,N,0.120,0.153,Y,AB,09-FEB-13,NA
4J8A,1.3,FLUORESCENTPROTEIN,N,0.131,0.165,Y,A,14-FEB-13,NA
4J8C,1.1,CHAPERONE,N,0.136,0.162,Y,AB,14-FEB-13,NA
4J9C,1.1,TRANSFERASE/UNKNOWNFUNCTION,Y,0.147,0.162,Y,A,16-FEB-13,NA
4JBD,1.3,ISOMERASE,N,0.159,0.184,Y,A,19-FEB-13,NA
4JCC,1.1,TRANSPORTPROTEIN,N,0.146,0.169,Y,NA,21-FEB-13,NA
4JD8,1.2,DNA,N,0.139,0.162,Y,AB,24-FEB-13,NA
4JEA,1.2,ELECTRONTRANSPORT,N,0.134,0.179,Y,ABCD,26-FEB-13,NA
4JED,1.1,TRANSFERASE,N,0.115,0.131,Y,A,26-FEB-13,NA
4JER,1.1,TRANSPORTPROTEIN,N,0.139,0.146,Y,A,27-FEB-13,NA
4JF1,1.3,TRANSFERASE,N,0.168,0.180,Y,AB,27-FEB-13,NA
4JF5,1.1,HYDROLASE,N,0.141,0.162,Y,A,27-FEB-13,NA
4JG2,1.3,UNKNOWNFUNCTION,N,0.126,0.163,Y,A,28-FEB-13,NA
4JGL,1.3,STRUCTURALGENOMICSUNKNOWNFUNCTION,N,0.135,0.153,Y,A,01-MAR-13,NA
4JH2,1.3,TRANSFERASE,N,0.126,0.152,Y,AB,04-MAR-13,NA
4JHT,1.2,OXIDOREDUCTASE/OXIDOREDUCTASEINHIBITOR05-MAR-13,Y,NULL,0.166,Y,A,4JHT,NA
4JIU,1.1,HYDROLASE,N,0.147,0.192,Y,A,07-MAR-13,NA
4JJ7,1.2,HYDROLASE/HYDROLASEINHIBITOR,N,0.136,0.157,Y,A,07-MAR-13,NA
4JJA,1.3,STRUCTURALGENOMICSUNKNOWNFUNCTION,N,0.121,0.151,Y,A,07-MAR-13,NA
4JK8,1.1,RNABINDINGPROTEIN,N,0.141,0.160,Y,AB,09-MAR-13,NA
4JKB,1.3,RNABINDINGPROTEIN,N,0.121,0.145,Y,AB,09-MAR-13,NA
4JL5,1.2,TRANSFERASE,N,0.132,0.159,Y,AB,12-MAR-13,NA
4JMP,1.3,TRANSFERASE,N,0.173,0.191,Y,A,14-MAR-13,NA
4JN7,1.1,LYASE,N,0.136,0.145,Y,A,14-MAR-13,NA
4JOK,1.1,PEPTIDEBINDINGPROTEIN,N,0.182,0.186,Y,NA,18-MAR-13,NA
4JP6,1,UNKNOWNFUNCTION,N,0.154,0.181,Y,A,19-MAR-13,NA
4JRD,1,RNA,N,0.128,0.158,Y,AB,21-MAR-13,NA
4JRU,1.2,UNKNOWNFUNCTION,N,0.167,0.184,Y,A,22-MAR-13,NA
4JU8,1.3,LYASE,N,0.135,0.156,Y,A,24-MAR-13,NA
4JU9,1.1,LYASE,N,0.127,0.138,Y,A,24-MAR-13,NA
4JUA,1.1,LYASE,N,0.132,0.150,Y,A,24-MAR-13,NA
4JVO,1.3,IMMUNESYSTEM,N,0.117,0.148,Y,AB,25-MAR-13,NA
4JVU,1.3,PROTEINBINDING,N,0.139,0.168,Y,AB,26-MAR-13,NA
4JXR,1.1,TRANSFERASE,N,0.116,0.137,Y,AB,28-MAR-13,NA
4JYP,1.3,HYDROLASE,N,0.170,0.191,Y,AB,31-MAR-13,NA
4JZ5,1.1,HYDROLASE,N,0.135,0.143,Y,A,02-APR-13,NA
4K0N,1.3,TRANSPORTPROTEIN,N,0.149,0.170,Y,A,04-APR-13,NA
4K0W,1.2,HYDROLASE,N,0.183,0.202,Y,A,04-APR-13,NA
4K12,1.1,IMMUNESYSTEM/CHOLINEBINDINGPROTEIN,N,0.155,0.170,Y,A,04-APR-13,NA
4K4O,1.3,ISOMERASE/ISOMERASEINHIBITOR,N,0.179,0.196,Y,A,12-APR-13,NA
4K6B,1.1,VIRALPROTEIN,N,0.151,0.157,Y,ABC,15-APR-13,NA
4K7T,1.1,ANTIBIOTIC,Y,0.128,0.149,Y,A,17-APR-13,NA
4K7Y,1.2,OXIDOREDUCTASE,N,0.117,0.135,Y,A,17-APR-13,NA
4K8G,1.3,METALBINDINGPROTEIN,N,0.141,0.148,Y,NA,18-APR-13,NA
4K8M,0.87,ELECTRONTRANSPORT,N,NULL,0.155,Y,A,18-APR-13,NA
4K8Y,1,HYDROLASE/HYDROLASEINHIBITOR,N,0.151,0.170,Y,A,19-APR-13,NA
4K9M,1.1,LYASE,N,0.141,0.151,Y,A,20-APR-13,NA
4KAG,1.1,FLUORESCENTPROTEIN,N,0.145,0.161,Y,A,22-APR-13,NA
4KEF,1.1,ACTINBINDINGPROTEIN,N,0.127,0.144,Y,A,25-APR-13,NA
4KEM,1.3,LYASE,N,0.166,0.186,Y,AB,25-APR-13,NA
4KGD,1.1,OXIDOREDUCTASE,N,0.127,0.151,Y,AB,29-APR-13,NA
4KLX,1.2,OXIDOREDUCTASE,N,0.184,0.244,Y,AB,07-MAY-13,NA
4KNK,1.1,HYDROLASE,N,0.122,0.139,Y,AB,10-MAY-13,NA
4KQP,0.95,TRANSPORTPROTEIN,N,0.115,0.120,Y,NA,15-MAY-13,NA
4KU0,1.1,HYDROLASE/PROTEINBINDING,Y,0.137,0.171,Y,ABC,21-MAY-13,NA
4KV7,1.2,UNKNOWNFUNCTION,N,0.149,0.163,Y,A,22-MAY-13,NA
4KWX,1.3,DNA,N,0.174,0.187,Y,ABCDEF,24-MAY-13,NA
4KXW,0.97,TRANSFERASE,Y,0.099,0.121,Y,A,28-MAY-13,NA
4L05,1.1,OXIDOREDUCTASE,N,0.114,0.118,Y,A,30-MAY-13,NA
4L1I,1.2,CALCIUMBINDINGPROTEIN,Y,0.152,0.191,Y,A,03-JUN-13,NA
4L25,1.1,DNA,N,0.231,0.240,Y,AB,04-JUN-13,NA
4L4E,1.3,OXIDOREDUCTASE,N,0.191,0.211,Y,A,07-JUN-13,NA
4L4F,1.3,OXIDOREDUCTASE,N,0.196,0.215,Y,A,07-JUN-13,NA
4L57,1.1,HYDROLASE,N,NULL,0.183,Y,AB,10-JUN-13,NA
4L8A,1.2,TRANSFERASE,N,0.130,0.156,Y,A,16-JUN-13,NA
4L9D,1.1,CELLADHESION,N,0.111,0.140,Y,AB,18-JUN-13,NA
4LA9,1.3,TRANSPORTPROTEIN,N,0.158,0.194,Y,NA,19-JUN-13,NA
4LDC,1.3,METALBINDINGPROTEIN,N,0.128,0.144,Y,A,24-JUN-13,NA
4LDJ,1.1,HYDROLASE,N,0.133,0.162,Y,A,24-JUN-13,NA
4LF0,1.1,HYDROLASE,N,0.131,0.137,Y,A,26-JUN-13,NA
4LGT,1.3,ISOMERASE/RNA,Y,0.174,0.203,Y,AD,28-JUN-13,NA
4LJ1,1.2,CELLINVASION,N,0.148,0.166,Y,A,04-JUL-13,NA
4LLD,1.2,IMMUNESYSTEM,N,0.146,0.170,Y,A,09-JUL-13,NA
4LN2,1,SIGNALINGPROTEIN,Y,0.140,0.152,Y,A,11-JUL-13,NA
4LOW,1.3,UNKNOWNFUNCTION,N,0.203,0.204,Y,AB,13-JUL-13,NA
4LQH,1.2,OXIDOREDUCTASE,N,0.147,0.160,Y,A,18-JUL-13,NA
4LQT,1.1,FLUORESCENTPROTEIN,N,0.135,0.146,Y,A,19-JUL-13,NA
4LTG,1.2,DNA,N,0.090,0.113,Y,A,23-JUL-13,NA
4LTT,1.3,TOXIN,N,0.181,0.212,Y,A,23-JUL-13,NA
4LUC,1.3,SIGNALINGPROTEIN/INHIBITOR,N,0.152,0.169,Y,AB,25-JUL-13,NA
4LUP,1.2,TRANSCRIPTION/DNA,Y,0.147,0.165,Y,AC,25-JUL-13,NA
4LVU,1.3,OXIDOREDUCTASE,N,0.118,0.141,Y,AB,26-JUL-13,NA
4LWU,1.1,LIGASE/LIGASEINHIBITOR,N,0.216,0.226,Y,A,28-JUL-13,NA
4LYP,1.3,HYDROLASE,N,0.121,0.153,Y,AB,31-JUL-13,NA
4M1V,1.3,PROTEINBINDING,N,0.109,0.143,Y,A,04-AUG-13,NA
4M1X,1.3,UNKNOWNFUNCTION,N,0.120,0.144,Y,ABCD,04-AUG-13,NA
4M51,1.1,HYDROLASE,N,0.118,0.135,Y,A,07-AUG-13,NA
4M5I,1.1,TRANSFERASE/TRANSFERASEINHIBITOR,N,0.152,0.167,Y,NA,08-AUG-13,NA
4M6E,0.95,ANTIBIOTIC,N,0.135,0.142,Y,A,09-AUG-13,NA
