PDB,RES
6DXN,1.95
6DXO,1.8
6DXP,2.478
6DXQ,2.02
6DXR,2
6DXS,1.65
6DXU,1.9
6DXV,2.2
6DXW,2.3
6DXX,2.7
6DXY,1.851
6DXZ,2.7
6DY0,3.014
6DY1,2.998
6DY2,2.706
6DY3,2.7
6DY4,1.9
6DY6,1.8
6DY7,1.9
6DY8,1.9
6DYA,2.56
6DYB,2.75
6DYD,1.724
6DYE,2.25
6DYF,1.1
6DYG,1.49
6DYH,1.83
6DYI,1.964
6DYJ,1.96
6DYK,1.955
6DYL,1.691
6DYM,2.02
6DYO,2.84
6DYR,2.45
6DYS,2.3
6DYT,2.05
6DYU,1.6
6DYV,1.62
6DYX,1.5
6DYY,1.61
6DYZ,1.62
6DZ1,2.26
6DZ2,1.99
6DZ5,2.26
6DZ6,3
6DZ8,1.86
6DZD,2.66
6DZF,2.2
6DZG,1.87
6DZH,1.95
6DZN,2.1
6DZO,1.64
6DZQ,2.25
6DZR,2.4
6DZS,2.62
6DZX,1.678
6E00,2.2
6E02,1.76
6E03,1.76
6E04,2
6E05,2.5
6E06,2.5
6E07,2.6
6E08,1.9
6E09,2.3
6E0B,2.099
6E0D,2.24
6E0E,2.7
6E0I,1.9
6E0K,1.6
6E0M,1.52
6E0N,1.5
6E0O,1.25
6E0Q,2.35
6E0R,2.303
6E0S,1.78
6E0T,2.02
6E0U,2.75
6E0V,1.75
6E0W,1.803
6E0X,1.974
6E0Z,2.3
6E12,2.4
6E13,2.349
6E16,2.4
6E17,1.97
6E18,2.6
6E1A,3.1
6E1C,2.617
6E1F,1.16
6E1I,1.99
6E1J,2.096
6E1Q,2.148
6E1R,2.693
6E1X,1.35
6E1Y,1.219
6E1Z,1.1
6E20,2
6E21,2.5
6E22,1.6
6E23,1.66
6E28,1.36
6E29,1.818
6E2B,1.45
6E2J,2.386
6E2N,2.098
6E2O,2.389
6E2Q,2.65
6E2T,1.692
6E2U,2.05
6E2V,2.1
6E2W,1.95
6E2Y,2.34
6E31,2.4
6E33,1.705
6E35,2.411
6E36,1.7
6E37,2.531
6E3A,1.4
6E3E,2.47
6E3F,2.7
6E3G,2.1
6E3H,2.9
6E3I,1.481
6E3J,1.482
6E3M,2.65
6E3N,3.19
6E3O,3.19
6E3P,2.8
6E3R,2.26
6E3S,3
6E3V,1.96
6E3W,2.02
6E3X,2.65
6E3Z,1.94
6E40,2.306
6E41,2.291
6E42,2.103
6E43,1.705
6E45,2
6E46,2.09
6E47,1.95
6E4B,2.55
6E4C,2.35
6E4D,1.252
6E4E,1.9
6E4L,1.6
6E4N,1.801
6E4O,1.8
6E4P,1.949
6E4Q,2.799
6E4R,2.061
6E4V,2
6E4W,3.35
6E4X,2.25
6E4Y,2.24
6E50,1.965
6E51,2.256
6E52,1.93
6E53,2.8
6E54,1.65
6E55,1.57
6E57,2.71
6E58,2.75
6E59,3.4
6E5A,2.4
6E5E,1.696
6E5F,1.37
6E5G,2.43
6E5L,1.17
6E5M,1.612
6E5Q,1.99
6E5R,2.592
6E5S,2.061
6E5T,1.55
6E5V,2.95
6E5W,2.5
6E5X,1.5
6E5Y,1.5
6E5Z,1.35
6E60,1.5
6E61,2.51
6E65,1.5
6E66,2.1
6E67,3.7
6E68,1.5
6E69,2.33
6E6A,1.95
6E6B,4.52
6E6C,1.9
6E6E,2.15
6E6F,3.401
6E6G,1.93
6E6H,1.99
6E6J,2.44
6E6K,1.3
6E6L,2.08
6E6M,1.55
6E6N,1.363
6E6O,0.7
6E6P,1.93
6E6Q,1.2
6E6S,1.45
6E6T,1.6
6E6U,1.55
6E6V,2.25
6E6W,2.35
6E6X,2.5
6E6Z,1.75
6E70,1.992
6E71,1.5
6E72,1.45
6E73,1.797
6E74,1.6
6E75,1.5
6E76,1.6
6E77,1.6
6E78,1.499
6E7D,2.9
6E7E,1.12
6E7F,2.5
6E7G,3.094
6E7H,3.3
6E7I,1.8
6E7J,1.3
6E7K,2.8
6E7M,2.7
6E7S,2.72
6E7V,2.6
6E85,1.25
6E87,1.952
6E8A,1.92
6E8C,2.12
6E8D,2.34
6E8E,2.25
6E8J,3.091
6E8K,1.71
6E8L,2.3
6E8M,1.61
6E8N,3.2
6E8O,1.7
6E8P,1.9
6E8Q,2.2
6E8R,2.268
6E8V,3.79
6E8X,1.6
6E8Y,1.85
6E8Z,2.1
6E90,2.05
6E91,1.8
6E92,1.772
6E93,1.747
6E94,1.594
6E97,1.8
6E99,1.88
6E9A,1.22
6E9G,2.904
6E9I,2.5
6E9K,2.193
6E9L,2.8
6E9N,2.915
6E9P,2.569
6EA1,1.815
6EA2,1.35
6EA3,1.65
6EA4,2.451
6EA6,1.703
6EA7,4.25
6EAA,1.65
6EAB,1.85
6EAC,2.269
6EAD,2.8
6EAE,2.9
6EAF,3
6EAG,3.302
6EAH,3
6EAI,2.8
6EAJ,2.851
6EAK,2.6
6EAL,2.751
6EAM,2.739
6EAN,2.9
6EAQ,2.22
6EAS,2
6EAT,1.149
6EAU,1.18
6EAV,1.391
6EAW,1.289
6EAX,1.189
6EAY,3.72
6EAZ,2.504
6EB1,2.2
6EB3,2.35
6EB5,2.6
6EB6,2.023
6EB7,1.58
6EB8,2.5
6EB9,1.9
6EBA,3.812
6EBC,1.87
6EBD,2.61
6EBE,1.88
6EBG,2.15
6EBN,1.966
6EBO,1.58
6EBQ,1.95
6EBR,1.816
6EBS,2.05
6EBU,2.372
6EBV,3
6EBW,2.455
6EBZ,1.66
6EC2,3.4
6EC3,3.35
6EC6,2.85
6EC8,2.148
6ECA,2.853
6ECB,1.7
6ECC,1.8
6ECD,1.9
6ECE,2
6ECF,2.5
6ECG,2.27
6ECI,2.69
6ECJ,2.7
6ECK,2.36
6ECL,2.385
6ECM,2.353
6ECN,3.4
6ECO,4.2
6ECQ,2.7
6ECR,2.2
6ECS,2.9
6ECT,1.42
6ECW,1.7
6ECY,1.4
6ECZ,2.21
6ED1,2.9
6ED2,2.3
6ED7,2.43
6ED8,1.92
6EDA,1.879
6EDB,3.209
6EDC,2.712
6EDD,1.55
6EDE,1.553
6EDF,1.4
6EDG,1.47
6EDH,1.73
6EDI,1.85
6EDK,1.8
6EDL,2.799
6EDM,1.4
6EDQ,2.9
6EDR,2.4
6EDS,3.181
6EDV,1.35
6EDW,1.8
6EDX,2.009
6EDZ,2.67
6EE2,2.1
6EE3,1.82
6EE4,1.58
6EE7,1.394
6EEA,1.63
6EEB,1.96
6EED,1.5
6EEE,2.3
6EEG,1.95
6EEH,1.629
6EEI,1.99
6EEJ,1.892
6EEL,1.93
6EEM,2.61
6EEN,2.01
6EEO,1.719
6EEP,1.85
6EEQ,2.6
6EER,1.82
6EET,3.23
6EEV,1.49
6EEW,2.05
6EEX,1.1
6EEY,1.145
6EEZ,2.25
6EF5,2.44
6EF6,1.35
6EF7,1.03
6EF9,1.3
6EFA,1.6
6EFB,1.9
6EFC,1.4
6EFD,1.85
6EFF,1.6
6EFI,1.715
6EFJ,1.65
6EFN,1.291
6EFR,2.4
6EFU,2.2
6EFV,2.341
6EFW,1.9
6EFX,2
6EFY,2.9
6EFZ,3.499
6EG0,2.9
6EG1,2.95
6EG2,2.98
6EG3,2.84
6EG5,2.45
6EG7,3
6EG9,2.414
6EGA,2.512
6EGC,1.74
6EGD,2.1
6EGE,1.401
6EGF,2.61
6EGK,1.96
6EGL,1.4
6EGM,1.84
6EGN,1.84
6EGP,1.77
6FEE,2
6FEF,1.774
6FEI,1.699
6FEJ,2.75
6FEK,2.3
6FEL,2.84
6FER,2.87
6FES,3
6FET,1.88
6FEV,1.929
6FEW,1.44
6FEX,1.291
6FEZ,2.3
6FF0,2.1
6FF1,1.3
6FF2,1.3
6FF3,2.57
6FF5,1.74
6FF6,2.5
6FF8,2.13
6FF9,2
6FFA,1.5
6FFD,1.83
6FFE,1.76
6FFF,1.67
6FFG,1.59
6FFH,2.65
6FFI,2.2
6FFJ,2.2
6FFK,1.94
6FFL,1.707
6FFM,2.2
6FFN,1.75
6FFS,1.86
6FFT,2
6FFV,2.01
6FFX,2.5
6FFY,3.9
6FFZ,1.71
6FG1,2.03
6FG2,2.788
6FG4,1.1
6FG6,2.401
6FG7,1.9
6FG8,1.25
6FGB,2.9
6FGC,1.5
6FGE,1.74
6FGF,2.801
6FGG,1.1
6FGH,2.1
6FGI,2.551
6FGJ,2.251
6FGK,3.2
6FGL,2.1
6FGO,2.5
6FGQ,2.37
6FGR,1.5
6FGT,2
6FGU,2.05
6FGY,1.54
6FGZ,7.002
6FH1,1.7
6FH2,2.7
6FH3,1.85
6FH4,2.49
6FH5,2.84
6FH6,2.082
6FH7,2.1
6FH8,1.64
6FHA,2.3
6FHB,1.75
6FHC,1.51
6FHD,1.85
6FHE,1.93
6FHF,1.85
6FHG,1.95
6FHJ,2.04
6FHK,1.657
6FHN,2
6FHO,1.75
6FHT,2.35
6FHU,2
6FHV,2
6FHW,3.6
6FHX,2.34
6FHZ,2.8
6FI0,1.9
6FI2,1.22
6FI3,1.52
6FI4,2
6FI5,1.7
6FI6,1.65
6FI9,2.8
6FIA,2.65
6FIB,2.7
6FID,2.2
6FIE,1.51
6FIG,1.48
6FIH,1.08
6FII,2.405
6FIJ,2.77
6FIL,1.73
6FIN,1.67
6FIO,1.99
6FIR,2.5
6FIS,2.3
6FIU,2.5
6FIW,2.2
6FIY,1.09
6FIZ,2.63
6FJ0,1.659
6FJ1,2.69
6FJ2,1.43
6FJ3,2.5
6FJ4,1.7
6FJ5,2.051
6FJ6,1.08
6FJ7,1.05
6FJ8,1.5
6FJ9,1.5
6FJA,2.2
6FJB,1.85
6FJD,2.898
6FJE,1.85
6FJF,2.402
6FJI,2.033
6FJJ,2
6FJK,2.025
6FJL,1.7
6FJN,0.97
6FJO,1.17
6FJP,1.09
6FJQ,2.91
6FJS,1.9
6FJU,1.65
6FJV,1.35
6FJW,2.7
6FJX,2.25
6FJY,2.31
6FJZ,1.864
6FK0,2.9
6FK2,1.01
6FK4,2.297
6FK6,2.36
6FK7,2.62
6FK8,2.87
6FK9,2.63
6FKB,3.03
6FKC,2.46
6FKD,2.49
6FKG,1.8
6FKJ,2.148
6FKK,2.78
6FKL,2.098
6FKP,2
6FKQ,3.07
6FKS,1.6
6FKT,1.86
6FKU,2.4
6FKV,2.9
6FKW,1.4
6FKX,2.03
6FKY,2.98
6FL1,1.6
6FL3,2.36
6FL4,1.6
6FL5,3.6
6FL8,2.1
6FL9,2.3
6FLD,2.4
6FLE,1.48
6FLF,1.33
6FLH,1.79
6FLI,3
6FLJ,1.751
6FLK,1.6
6FLL,1.79
6FLM,2.009
6FLN,3.6
6FLO,2.139
6FLR,2.51
6FLS,2.8
6FLU,1.78
6FLV,1.91
6FLW,1.8
6FLY,2.749
6FLZ,1.895
6FM1,2.35
6FM2,2.8
6FM4,2.7
6FM5,1.47
6FM7,1.04
6FM8,1.78
6FM9,3.6
6FMA,1.667
6FMB,1.3
6FMC,0.9
6FME,1.51
6FMF,2.811
6FMG,1.8
6FMH,2.8
6FMI,2.8
6FMJ,2.45
6FMK,2.75
6FMN,1.36
6FMO,3.18
6FMP,2.92
6FMQ,2.1
6FMR,2.7
6FMS,3
6FMV,2.3
6FMW,2.6
6FMX,1.79
6FMY,2.7
6FMZ,1.8
6FN0,2.9
6FN3,1.9
6FN5,1.932
6FN6,2.7
6FN8,1.55
6FN9,2.27
6FNA,2.12
6FNB,2.3
6FNC,2.12
6FND,2.101
6FNF,1.556
6FNG,1.038
6FNH,1.379
6FNI,1.468
6FNK,1.049
6FNL,1.269
6FNP,3.4
6FNQ,1.75
6FNR,1.83
6FNS,1.85
6FNT,1.9
6FNU,1.56
6FNW,1.8
6FNX,1.19
6FNZ,2.23
6FO5,0.95
6FO7,2.59
6FO8,2.3
6FO9,2.701
6FOA,1.869
6FOB,2.75
6FOD,2.5
6FOE,2.6
6FOF,2.2
6FOG,1.94
6FOH,1.56
6FOI,2
6FOK,1.97
6FOP,1.4
6FOQ,1.386
6FOR,1.85
6FOS,4
6FOW,2.04
6FOX,1.9
6FOY,1.65
6FOZ,2.15
6FP0,2.03
6FP1,1.97
6FP3,1.976
6FP4,2.501
6FP5,2
6FP6,3
6FP7,1.576
6FPC,1.75
6FPD,2.5
6FPG,1.8
6FPH,2
6FPI,1.5
6FPJ,1.96
6FPK,1.95
6FPL,1.602
6FPM,1.85
6FPN,1.44
6FPO,1.05
6FPQ,1.42
6FPS,1.9
6FPT,2.6
6FPU,1.36
6FPV,1.64
6FPZ,2.2
6FQ0,2.5
6FQ1,1.31
6FQ3,1.901
6FQ4,2.89
6FQ7,1.6
6FQB,3
6FQD,2.1
6FQE,1.75
6FQF,2.1
6FQG,2.341
6FQH,1.759
6FQI,2.91
6FQJ,2.5
6FQK,1.98
6FQN,2.3
6FQO,1.35
6FQP,2.42
6FQQ,3.25
6FQR,2.1
6FQT,1.8
6FQU,1.43
6FQV,2.6
6FQX,2.8
6FQY,2.9
6FQZ,1.9
6FR0,1.5
6FR1,1.561
6FR2,2.262
6FR3,1.35
6FR4,1.28
6FR6,2.98
6FR7,2.31
6FR8,2.38
6FR9,1.62
6FRB,1.75
6FRD,2.2
6FRE,1.22
6FRF,2.1
6FRI,2.297
6FRJ,1.4
6FRL,2.5
6FRN,1.74
6FRO,1.42
6FRP,1.53
6FRQ,1.69
6FRR,1.948
6FRV,2.3
6FRW,1.52
6FRX,1.88
6FS1,1.6
6FS2,2.55
6FS3,1.75
6FS6,2.291
6FS7,1.96
6FS9,2.28
6FSA,2.33
6FSD,2.7
6FSE,2.7
6FSF,2.2
6FSG,1.27
6FSI,1.32
6FSJ,1.2
6FSK,1.56
6FSM,1.39
6FSN,1.19
6FSO,1.449
6FSX,1.8
6FSY,1.34
6FT0,2.1
6FT1,1.4
6FT2,1.25
6FT3,1.28
6FT4,1.34
6FT5,1.94
6FT7,2.02
6FT8,1.45
6FTA,2.34
6FTB,2.1
6FTE,1.52
6FTF,1.092
6FTH,1.469
6FTL,2.6
6FTM,2.1
6FTN,2
6FTO,1.6
6FTP,1.8
6FTQ,2.08
6FTR,1.76
6FTS,2
6FTT,2.29
6FTV,1.58
6FTW,2.16
6FTY,1.67
6FTZ,1.67
6FU0,3.2
6FU1,1.548
6FU2,2.71
6FU3,1.8
6FU4,2.45
6FU5,3.26
6FU6,1.95
6FU7,2.31
6FU9,1.2
6FUA,2.8
6FUC,1.17
6FUE,1.78
6FUF,3.117
6FUG,2.21
6FUI,1.38
6FUJ,2.25
6FUK,2
6FUL,1.649
6FUM,1.76
6FUN,1.58
6FUO,1.7
6FUP,1.72
6FUR,1.73
6FUT,1.5
6FUU,1.75
6FUV,2.001
6FUY,3
6FV0,2.29
6FV2,2.95
6FV3,2.58
6FV4,1.974
6FV5,2.179
6FV6,3.8
6FV7,3.7
6FV8,3
6FVB,3.297
6FVE,1.41
6FVF,1.47
6FVG,1.6
6FVH,1.4
6FVI,1
6FVJ,2.6
6FVK,1.774
6FVL,1.975
6FVN,3.142
6FVO,2.689
6FVP,1.85
6FVQ,3.3
6FVR,4.2
6FVZ,1.8
6FW1,1.77
6FW2,1.78
6FW3,1.78
6FW7,3
6FW8,2.4
6FW9,2.739
6FWA,2.846
6FWC,1.7
6FWD,1.576
6FWE,1.774
6FWF,4.2
6FWG,1.07
6FWH,1.79
6FWI,1.25
6FWJ,1.04
6FWK,2.503
6FWL,1.12
6FWM,1.28
6FWO,1.34
6FWP,1.08
6FWQ,1.65
6FWS,2.5
6FWT,1.845
6FWU,2.35
6FWV,2.58
6FWX,3
6FWY,2.14
6FWZ,3.1
6FX0,1.9
6FX4,2.5
6FX6,2.25
6FX7,1.82
6FX8,1.8
6FX9,1.5
6FXA,1.5
6FXB,2
6FXD,1.45
6FXF,2.05
6FXG,1.7
6FXH,2.3
6FXI,2.6
6FXK,2.7
6FXN,2.9
6FXO,2.28
6FXP,2.03
6FXQ,1.69
6FXR,2.1
6FXS,2.01
6FXT,2.5
6FXU,1.359
6FXV,1.53
6FXW,1.57
6FXY,2.138
6FY0,2.57
6FY1,3.132
6FY2,2.301
6FY4,2.76
6FY5,1.65
6FY8,3
6FY9,3.65
6FYA,2.6
6FYB,1.882
6FYC,2
6FYE,2.3
6FYF,2.2
6FYG,2.55
6FYH,2.906
6FYJ,1.3
6FYL,1.95
6FYM,2.15
6FYO,2.32
6FYP,2.29
6FYQ,2
6FYR,1.42
6FYS,2
6FYT,2.8
6FYV,2.46
6FYZ,2.15
6FZ1,2.2
6FZ2,2.05
6FZ3,2
6FZ4,1.85
6FZ5,1.89
6FZ6,1.42
6FZ7,1.736
6FZ8,2.2
6FZA,1.75
6FZB,2.05
6FZC,2.7
6FZD,1.8
6FZE,2.26
6FZF,1.95
6FZG,2.1
6FZH,1.5
6FZI,2.55
6FZJ,2.011
6FZL,1.446
6FZM,2.67
6FZN,2.5
6FZO,2.3
6FZP,2.3
6FZQ,1.7
6FZR,1.8
6FZS,2.31
6FZU,1.8
6FZV,2.7
6FZW,2.78
6FZX,2.1
6FZY,3.1
6FZZ,2.05
6G00,1.4
6G01,1.61
6G02,1.84
6G05,1.9
6G07,1.66
6G0A,2.62
6G0B,1.8
6G0D,1.314
6G0E,1.613
6G0F,1.618
6G0G,1.478
6G0H,1.907
6G0J,2.1
6G0K,2.9
6G0M,1.8
6G0N,1.8
6G0O,1.4
6G0P,1.3
6G0Q,1.4
6G0R,1.25
6G0S,1.48
6G0V,1.09
6G0W,2.34
6G0X,1.41
6G0Y,2.42
6G0Z,2.15
6G11,1.9
6G12,1.929
6G13,1.97
6G14,1.8
6G15,1.65
6G16,2.8
6G17,2.2
6G1B,2.28
6G1C,1.56
6G1D,1.992
6G1E,1.88
6G1G,1.04
6G1H,1.79
6G1I,0.99
6G1J,2.1
6G1L,2.4
6G1N,1.85
6G1O,1.882
6G1P,1.55
6G1Q,2.1
6G1T,1.93
6G1U,1.79
6G1W,1.9
6G1Y,2.5
6G1Z,2.03
6G21,2.1
6G22,1.85
6G23,1.38
6G24,2.1
6G25,1.432
6G27,1.65
6G28,1.23
6G2A,1.8
6G2B,1.61
6G2C,1.76
6G2E,1.85
6G2G,2.566
6G2K,2.01
6G2L,1.48
6G2M,1.37
6G2N,1.4
6G2O,1.81
6G2P,2.6
6G2Q,2.148
6G2R,2.1
6G2S,2.2
6G2U,2.934
6G2V,1.903
6G2W,2.678
6G2X,2.078
6G2Y,2.153
6G2Z,1.923
6G30,2.418
6G31,3
6G32,3.281
6G33,2.05
6G34,1.76
6G35,1.55
6G36,1.46
6G37,1.48
6G38,1.47
6G39,1.45
6G3A,1.43
6G3B,1.8
6G3C,1.6
6G3D,2.221
6G3E,1.9
6G3F,2.222
6G3G,2.606
6G3H,2.269
6G3I,2.41
6G3J,2.45
6G3K,2.9
6G3L,1.74
6G3M,1.665
6G3N,2.32
6G3P,2.8
6G3Q,1.01
6G3R,1.4
6G3S,2.3
6G3T,2.53
6G3U,2.707
6G3V,1.69
6G3W,2.2
6G3X,2.1
6G3Y,2.51
6G41,2.9
6G42,2.7
6G44,1.5
6G45,2.5
6G46,2.4
6G47,1.497
6G48,1.91
6G49,1.6
6G4B,1.8
6G4C,1.87
6G4D,2.15
6G4E,2.45
6G4G,2.8
6G4H,1.8
6G4J,1.599
6G4L,1.444
6G4M,2.63
6G4N,2.9
6G4O,2.78
6G4P,2.83
6G4Q,2.59
6G4R,2.62
6G4T,1.91
6G4Y,2.65
6G4Z,2.84
6G50,1.65
6G52,3.691
6G54,2.05
6G55,1.65
6G57,2.8
6G58,1.9
6G59,2.45
6G5A,1.483
6G5B,1.6
6G5C,1.8
6G5E,1.6
6G5F,2.5
6G5J,1.85
6G5M,2.31
6G5N,1.765
6G5O,2.25
6G5P,1.35
6G5Q,2.4
6G5T,1.5
6G5U,1.7
6G5V,1.96
6G5W,1.83
6G5X,1.78
6G5Z,1.98
6G60,1.84
6G61,1.8
6G62,1.5
6G63,3.95
6G64,1.9
6G65,1.15
6G66,1.6
6G67,1.77
6G68,1.95
6G6A,2.701
6G6B,2.3
6G6C,1.55
6G6D,2.05
6G6E,1.26
6G6F,1.7
6G6G,1.7
6G6H,1.7
6G6I,2.4
6G6K,1.35
6G6M,1.7
6G6O,2.05
6G6Q,2.5
6G6R,1.35
6G6S,1.65
6G6T,1.12
6G6U,2.74
6G6V,1.942
6G6Y,1.8
6G6Z,2.8
6G70,3.3
6G71,1.7
6G73,3.27
6G74,2
6G75,1.391
6G77,2.499
6G78,2.5
6G7A,1.42
6G7B,1.76
6G7C,3.13
6G7E,3.213
6G7F,2.7
6G7H,1.5
6G7K,1.9
6G7N,1.1
6G7O,2.7
6G7Q,1.2
6G7R,1.2
6G7S,1.771
6G7U,1.837
6G7V,1.781
6G7W,1.746
6G7X,1.762
6G80,2.05
6G82,2.401
6G83,2.4
6G84,2.47
6G85,1.528
6G88,3.3
6G89,2.359
6G8A,1.143
6G8B,2.374
6G8C,1.65
6G8D,1.85
6G8E,1.7
6G8F,2.043
6G8H,2.4
6G8I,1.6
6G8J,1.47
6G8K,1.25
6G8L,1.37
6G8M,2.7
6G8N,3
6G8P,1.9
6G8Q,1.85
6G8R,2.74
6G8T,2.67
6G8U,1.308
6G8V,1.45
6G8W,2.12
6G8X,1.76
6G8Y,1.4
6G91,1.8
6G92,1.99
6G93,1.67
6G94,2.5
6G95,2.31
6G96,1.477
6G97,1.9
6G98,2.47
6G9A,1.91
6G9C,1.74
6G9D,1.8
6G9F,2.35
6G9G,1.6
6G9H,1.73
6G9I,2.19
6G9J,1.98
6G9K,1.94
6G9M,1.86
6G9N,1.76
6G9R,2.7
6G9S,2.001
6G9U,1.75
6G9V,1.75
6G9X,2.3
6G9Z,1.43
6GA0,2
6GA1,1.7
6GA2,1.8
6GA3,2.1
6GA4,1.8
6GA5,1.9
6GA6,1.8
6GA7,1.8
6GA8,1.8
6GA9,1.8
6GAA,1.8
6GAB,1.8
6GAC,1.8
6GAD,1.8
6GAE,1.8
6GAF,1.8
6GAG,1.8
6GAH,1.8
6GAI,1.8
6GAJ,1.35
6GAL,1.25
6GAM,1.4
6GAN,1.6
6GAO,2.101
6GAP,2.15
6GAQ,2.5
6GAR,2.4
6GAS,2.4
6GAV,2.6
6GAX,1.77
6GB3,1.752
6GB4,1.648
6GB5,2.3
6GB6,1.78
6GB7,2.15
6GB8,1.48
6GB9,1.67
6GBA,1.9
6GBB,1.48
6GBC,1.59
6GBF,1.712
6GBG,2.8
6GBI,1.25
6GBJ,1.63
6GBK,1.9
6GBL,1.95
6GBN,2.09
6GBO,2.1
6GBQ,2.43
6GBR,3.15
6GBS,1.946
6GBT,2.1
6GBU,3.44
6GBV,1.63
6GBW,1.45
6GBX,1.72
6GC1,2.7
6GC9,3.2
6GCA,2.282
6GCB,1.795
6GCC,1.9
6GCD,1.8
6GCF,1.55
6GCG,1.8
6GCI,3.3
6GCK,2.14
6GCL,1.95
6GCM,2.45
6GCN,2.949
6GCO,3.323
6GCP,1.52
6GCQ,1.58
6GCR,2.3
6GCU,6.001
6GCV,1.3
6GCW,2
6GCX,1.553
6GCY,2
6GCZ,1.8
6GD0,1.74
6GD1,2.01
6GD3,1.35
6GD4,1.42
6GD8,2.5
6GD9,2.65
6GDA,2.8
6GDC,1.079
6GDD,2.6
6GDE,2.45
6GDF,2.5
6GDJ,1.5
6GDM,1.91
6GDO,1.78
6GDP,1.52
6GDQ,1.86
6GDR,2.33
6GDT,3.17
6GDV,2
6GDW,1.8
6GDX,1.17
6GE0,1.82
6GE3,1.85
6GE4,1.97
6GE6,1.8
6GE7,2.3
6GE8,1.869
6GE9,2.26
6GEB,3.19
6GEC,1.7
6GED,1.794
6GEE,1.96
6GEF,2.75
6GEG,2.23
6GEH,1.15
6GEK,2.28
6GEL,2.51
6GEM,3.462
6GEO,1.5
6GEQ,1.6
6GER,2
6GES,2.07
6GEU,1.55
6GEV,1.54
6GEX,1.78
6GEY,1.56
6GEZ,2.47
6GF0,2.07
6GF1,1.925
6GF3,2.4
6GF6,2.3
6GF9,2.1
6GFA,2
6GFB,2.08
6GFC,3.3
6GFE,1.8
6GFG,3
6GFH,2.65
6GFJ,3.3
6GFL,2.48
6GFM,2.77
6GFN,2.86
6GFO,2.1
6GFP,1.54
6GFS,2
6GFU,2
6GFV,1.96
6GFY,2.7
6GFZ,2.3
6GG1,1.3
6GG2,2.598
6GG3,3.72
6GG4,2.46
6GG5,3.2
6GG6,2.96
6GG7,1.32
6GG8,1.8
6GG9,2.04
6GGA,1.55
6GGB,1.32
6GGD,1.4
6GGF,1.32
6GGH,1.7
6GGI,1.803
6GGJ,2.1
6GGK,2.15
6GGL,1.9
6GGM,2.734
6GGN,2
6GGO,2.6
6GGP,1.03
6GGR,2.097
6GGU,2.6
6GGV,2.69
6GGY,1.95
6GH1,2.1
6GH2,2.5
6GH3,1.82
6GH4,2.16
6GH8,2.44
6GH9,2.09
6GHA,1.98
6GHC,2.85
6GHD,2.1
6GHF,3.52
6GHG,1.88
6GHH,1.9
6GHJ,2.26
6GHK,2.28
6GHL,2.378
6GHM,2.15
6GHN,2.542
6GHO,1.79
6GHP,1.95
6GHQ,1.53
6GHS,2.92
6GHT,1.12
6GHU,2
6GHV,2.1
6GHW,2.3
6GHY,2.12
6GHZ,2.33
6GI0,2
6GI1,1.66
6GI2,1.49
6GI4,1.35
6GI5,3.11
6GI6,1.98
6GI7,1.3
6GI8,1.42
6GI9,1.45
6GIA,1.7
6GIB,2.194
6GID,1.9
6GIE,2.1
6GIH,1.96
6GII,1.9
6GIN,2.2
6GIO,1.87
6GIP,2.17
6GIR,2.343
6GIS,2.82
6GIT,1.418
6GIU,1.39
6GIV,1.75
6GIW,2.8
6GIX,2.8
6GJ0,1.73
6GJ2,1.68
6GJ4,2.4
6GJ5,1.499
6GJ6,1.761
6GJ7,1.67
6GJ8,1.65
6GJ9,1.76
6GJB,1.82
6GJD,1.58
6GJE,2.3
6GJF,1.45
6GJG,1.99
6GJI,1.6
6GJJ,1.38
6GJM,1.354
6GJN,1.7
6GJO,2.91
6GJP,1.94
6GJQ,2.49
6GJR,1.69
6GJS,1.95
6GJT,1.98
6GJW,1.9
6GJY,1.29
6GK0,1.85
6GK5,1.6
6GK7,2.95
6GK8,2.85
6GK9,2.54
6GKA,1.76
6GKB,1.9
6GKC,1.97
6GKE,1.08
6GKF,2.598
6GKG,2.847
6GKJ,2.068
6GKK,1.858
6GKL,2.2
6GKO,1.839
6GKQ,2.3
6GKR,2.19
6GKS,1.38
6GKT,2.1
6GKU,1.91
6GKV,2.35
6GKW,1.9
6GKX,1.5
6GKZ,2.43
6GL1,2.623
6GL2,1.96
6GL3,2.77
6GL4,1.948
6GL5,1.6
6GL6,1.8
6GL8,1.4
6GL9,1.7
6GLA,1.92
6GLB,2
6GLC,1.8
6GLE,1.402
6GLF,2
6GLH,1.201
6GLI,1.6
6GLK,1.5
6GLL,1.395
6GLM,1.6
6GLN,1.401
6GLO,1.701
6GLQ,1.601
6GLR,1.601
6GLS,1.501
6GLT,1.596
6GLU,1.7
6GLV,1.601
6GLW,1.9
6GLY,2.09
6GLZ,2.02
6GM0,2.11
6GM1,2.05
6GM2,2.76
6GM3,2.22
6GM4,1.97
6GM5,1.45
6GM7,2.14
6GM8,1.96
6GM9,1.089
6GMA,3.2
6GMB,1.35
6GMC,1.2
6GMD,1.66
6GME,1.802
6GMF,1.55
6GMG,2.25
6GMI,1.6
6GMM,2.06
6GMN,1.94
6GMO,1.75
6GMP,1.35
6GMQ,2.755
6GMR,1.75
6GMT,1.59
6GMU,2.7
6GMV,1.59
6GMX,2.533
6GMZ,2.22
6GN0,3.24
6GN1,2.6
6GN5,1.41
6GN6,2.2
6GN7,2.8
6GN8,2.34
6GN9,1.75
